violation_id,violation_type,fine_amount,severity,accident_involved,average_speed,violation_date,violation_time,hour,day_name,month,year,time_period,is_weekend,driver_id,driver_age,age_group,driver_gender,license_type,previous_violations,offender_type,vehicle_id,vehicle_type,vehicle_brand,vehicle_age,fuel_type,city_name,state_name,area_name,road_type,latitude,longitude,risk_zone
V000096,No Helmet,948.66,High,False,15.2,2024-05-23,15:20:00,15,Thursday,5,2024,Afternoon,False,D02946,29,26-35,Male,HMV,0,First-time,VH05676,Bike,Bajaj,10,Petrol,Chennai,Tamil Nadu,Chennai,Residential,19.99472605154844,78.00335572229598,High
V000097,Overspeeding,1638.71,Critical,False,33.2,2024-11-14,22:07:00,22,Thursday,11,2024,Night,False,D04963,63,51+,Male,MCWG,0,First-time,VH03061,Truck,Ashok Leyland,15,CNG,Kolkata,West Bengal,Kolkata,Intersection,19.998316912308624,78.00098469017637,Critical
V000098,Triple Riding,557.4,High,False,19.1,2025-09-02,02:33:00,2,Tuesday,9,2025,Night,False,D04263,61,51+,Male,MCWOG,1,Repeat,VH03620,Auto,Bajaj,6,Diesel,Kolkata,West Bengal,Kolkata,Market,19.992324800443694,77.99410802971079,High
V000099,Overspeeding,1456.8,High,False,16.7,2024-05-15,16:26:00,16,Wednesday,5,2024,Afternoon,False,D01786,47,36-50,Male,LMV-NT,3,Repeat,VH04738,Car,Mahindra,0,EV,Lucknow,Uttar Pradesh,Lucknow,Residential,19.991460590518308,77.99847394769557,High
V000100,Wrong Side Driving,425.99,High,False,58.1,2024-02-02,09:26:00,9,Friday,2,2024,Morning,False,D03093,48,36-50,Female,LMV-NT,2,Repeat,VH03078,Bike,Royal Enfield,11,CNG,Bhopal,Madhya Pradesh,Bhopal,Highway,19.991604999852587,78.00928288752762,High
V000101,Drunk Driving,4183.57,Low,True,28.9,2025-02-06,16:08:00,16,Thursday,2,2025,Afternoon,False,D01882,52,51+,Male,No License,0,First-time,VH02028,Bike,Bajaj,14,CNG,Jaipur,Rajasthan,Jaipur,Arterial,19.999212505570974,77.99310242746408,Low
V000102,Overspeeding,1100.9,Medium,False,52.0,2024-09-03,06:04:00,6,Tuesday,9,2024,Morning,False,D01920,19,18-25,Male,No License,2,Repeat,VH04422,Truck,Tata,7,Petrol,Bhopal,Madhya Pradesh,Bhopal,Highway,19.99434538420355,78.00727460485341,Low
V000103,Illegal Parking,409.02,Critical,False,52.7,2024-11-22,18:38:00,18,Friday,11,2024,Evening,False,D04561,54,51+,Male,LMV-NT,4,Habitual,VH07771,Bike,KTM,7,EV,Mumbai,Maharashtra,Chembur,Arterial,19.061833342444853,72.92470424218648,Critical
V000104,Wrong Side Driving,667.12,Medium,False,25.9,2025-11-18,12:50:00,12,Tuesday,11,2025,Afternoon,False,D01183,59,51+,Male,MCWG,0,First-time,VH06601,Bike,Hero,15,Diesel,Mumbai,Maharashtra,Dadar Junction,Intersection,19.039260503189972,72.85115247868931,Medium
V000105,No Helmet,559.83,Medium,False,12.4,2025-10-24,02:59:00,2,Friday,10,2025,Night,False,D01542,39,36-50,Female,LMV-NT,3,Repeat,VH06592,Car,Maruti Suzuki,8,Petrol,Chennai,Tamil Nadu,Chennai,Market,20.005233928350744,78.00448610479704,High
V000106,Overspeeding,1117.32,Medium,False,25.0,2024-08-04,06:47:00,6,Sunday,8,2024,Morning,True,D02319,18,18-25,Male,LMV-NT,0,First-time,VH03119,Bus,Eicher,6,Diesel,Delhi,Delhi,Laxmi Nagar,Market,28.634325009216912,77.2849744267999,Medium
V000107,No Helmet,362.5,Low,True,32.5,2025-04-25,10:58:00,10,Friday,4,2025,Morning,False,D04785,64,51+,Male,LMV,4,Habitual,VH04745,Car,Mahindra,4,EV,Bengaluru,Karnataka,Indiranagar,Arterial,12.984400238754985,77.56590384575014,Low
V000108,Signal Jumping,881.68,Medium,False,39.5,2025-12-02,10:16:00,10,Tuesday,12,2025,Morning,False,D04478,59,51+,Male,No License,2,Repeat,VH04001,Auto,Piaggio,5,EV,Hyderabad,Telangana,Banjara Hills,Arterial,17.403680955457226,78.44778729059429,High
V000109,Overspeeding,1137.49,Critical,False,17.6,2024-02-19,00:26:00,0,Monday,2,2024,Night,False,D03959,60,51+,Male,HMV,0,First-time,VH05401,Auto,Bajaj,14,Petrol,Nagpur,Maharashtra,Jaripatka,Market,21.069757087680063,79.08013224713984,Critical
V000110,Overspeeding,1697.86,Medium,False,27.9,2024-01-18,16:52:00,16,Thursday,1,2024,Afternoon,False,D02068,36,36-50,Male,MCWG,0,First-time,VH06679,Car,Maruti Suzuki,4,Diesel,Jaipur,Rajasthan,Jaipur,Residential,19.99708882201721,78.00589872664168,Low
V000111,No Helmet,993.34,High,True,34.5,2025-12-01,02:41:00,2,Monday,12,2025,Night,False,D00678,37,36-50,Male,LMV,0,First-time,VH04095,Bike,Royal Enfield,15,Petrol,Hyderabad,Telangana,Kukatpally,Residential,17.386906595890807,78.38289814483886,High
V000112,Illegal Parking,447.25,High,False,55.5,2024-08-23,06:57:00,6,Friday,8,2024,Morning,False,D02577,20,18-25,Male,MCWOG,0,First-time,VH00129,SUV,Mahindra,8,Petrol,Hyderabad,Telangana,Uppal,Arterial,17.47922938379752,78.5617407220817,High
V000113,Document Expired,362.17,Medium,False,26.5,2025-02-02,21:57:00,21,Sunday,2,2025,Night,True,D03581,54,51+,Male,MCWOG,3,Repeat,VH01902,Bike,KTM,2,EV,Bhopal,Madhya Pradesh,Bhopal,Residential,20.006773493152263,77.9968118549295,High
V000114,Illegal Parking,242.32,Medium,False,43.2,2025-04-06,15:14:00,15,Sunday,4,2025,Afternoon,True,D00603,68,51+,Male,LMV,2,Repeat,VH00673,Bike,KTM,12,EV,Lucknow,Uttar Pradesh,Lucknow,Residential,19.995359440617893,77.99759999986166,High
V000115,Signal Jumping,634.88,Low,False,9.0,2025-03-31,11:48:00,11,Monday,3,2025,Morning,False,D04541,37,36-50,Male,LMV,0,First-time,VH00763,Bike,TVS,13,Petrol,Mumbai,Maharashtra,Dadar Junction,Intersection,19.04193849110574,72.86568877448505,Medium
V000116,No Helmet,335.67,High,False,12.6,2024-09-05,18:33:00,18,Thursday,9,2024,Evening,False,D03450,53,51+,Male,LMV,0,First-time,VH02456,Auto,Piaggio,4,Diesel,Nagpur,Maharashtra,Itwari Bazaar,Market,21.10968462627868,79.08153842722791,High
V000117,No Seatbelt,205.41,Medium,False,35.8,2024-04-19,04:19:00,4,Friday,4,2024,Night,False,D04870,47,36-50,Male,HMV,0,First-time,VH01116,Car,Tata,14,CNG,Bengaluru,Karnataka,Whitefield,Arterial,12.966008705693584,77.64206422536779,High
V000118,Signal Jumping,983.88,Critical,False,20.6,2025-12-12,20:31:00,20,Friday,12,2025,Evening,False,D04470,36,36-50,Male,LMV,0,First-time,VH01474,SUV,Toyota,11,Diesel,Delhi,Delhi,Laxmi Nagar,Market,28.6386342526626,77.28300198313994,Critical
V000119,Document Expired,349.79,High,False,34.0,2024-03-11,13:43:00,13,Monday,3,2024,Afternoon,False,D04899,62,51+,Male,LMV-NT,2,Repeat,VH03926,Bike,KTM,13,Petrol,Bhopal,Madhya Pradesh,Bhopal,Residential,20.001644880384326,78.00068734802404,High
V000120,Wrong Side Driving,940.08,Medium,False,18.3,2025-07-03,19:40:00,19,Thursday,7,2025,Evening,False,D02717,69,51+,Female,MCWOG,2,Repeat,VH07912,Auto,Bajaj,1,CNG,Bhopal,Madhya Pradesh,Bhopal,Residential,20.005924621288546,77.99211889103212,Low
V000121,No Helmet,512.91,Medium,False,50.9,2024-08-14,14:23:00,14,Wednesday,8,2024,Afternoon,False,D00704,54,51+,Male,LMV-NT,1,Repeat,VH00951,Car,Tata,0,Petrol,Bengaluru,Karnataka,Whitefield,Arterial,12.976626354894144,77.64460301446046,Medium
V000122,No Helmet,757.41,Medium,False,32.8,2024-04-09,14:46:00,14,Tuesday,4,2024,Afternoon,False,D01347,48,36-50,Male,HMV,3,Repeat,VH07618,Bike,Honda,0,Petrol,Bengaluru,Karnataka,Indiranagar,Arterial,12.989678009411765,77.56487825893103,Low
V000123,Signal Jumping,593.19,Medium,False,46.3,2025-02-18,20:11:00,20,Tuesday,2,2025,Evening,False,D01760,69,51+,Male,MCWOG,2,Repeat,VH01686,Car,Hyundai,14,CNG,Jaipur,Rajasthan,Jaipur,Arterial,19.99556689661031,78.00407519486677,Low
V000124,Triple Riding,736.56,Medium,False,79.4,2025-04-13,03:16:00,3,Sunday,4,2025,Night,True,D03751,30,26-35,Male,MCWOG,0,First-time,VH05058,Car,Honda,12,Petrol,Lucknow,Uttar Pradesh,Lucknow,Highway,19.993450550260206,78.00347177724629,Medium
V000125,Overspeeding,1693.44,Low,False,15.2,2024-04-29,05:23:00,5,Monday,4,2024,Night,False,D01420,37,36-50,Male,MCWG,0,First-time,VH04546,Bike,Royal Enfield,13,CNG,Lucknow,Uttar Pradesh,Lucknow,Market,19.993337310476548,77.99577669548098,Low
V000126,Wrong Side Driving,568.76,Critical,False,31.8,2024-05-19,06:52:00,6,Sunday,5,2024,Morning,True,D00678,49,36-50,Male,No License,0,First-time,VH04632,Bus,Ashok Leyland,13,CNG,Hyderabad,Telangana,Miyapur,Residential,17.49061721411286,78.40522113237091,Critical
V000127,Signal Jumping,882.96,Low,False,21.5,2025-08-02,23:49:00,23,Saturday,8,2025,Night,True,D03616,47,36-50,Male,MCWOG,0,First-time,VH04476,Car,Toyota,11,Petrol,Bengaluru,Karnataka,Silk Board,Intersection,12.965370838700201,77.59250309373473,High
V000128,Signal Jumping,996.98,Medium,False,51.0,2024-03-30,14:55:00,14,Saturday,3,2024,Afternoon,True,D01141,40,36-50,Male,No License,3,Repeat,VH06430,SUV,Honda,11,CNG,Ahmedabad,Gujarat,Ahmedabad,Arterial,19.994132393123735,77.99413885441504,Low
V000129,Wrong Side Driving,487.14,Low,False,30.7,2024-10-26,09:36:00,9,Saturday,10,2024,Morning,True,D01040,63,51+,Female,LMV-NT,2,Repeat,VH05747,Car,Maruti Suzuki,4,Petrol,Lucknow,Uttar Pradesh,Lucknow,Intersection,20.007321575899823,77.99499354483876,High
V000130,No Seatbelt,531.38,Medium,False,38.1,2025-10-09,08:40:00,8,Thursday,10,2025,Morning,False,D03024,54,51+,Male,MCWOG,4,Habitual,VH03725,Truck,Tata,12,EV,Hyderabad,Telangana,Banjara Hills,Arterial,17.419005081577307,78.43654578560322,Low
V000131,No Seatbelt,374.26,High,False,75.8,2024-03-05,17:25:00,17,Tuesday,3,2024,Evening,False,D03976,40,36-50,Male,MCWOG,0,First-time,VH06458,Car,Tata,10,Diesel,Bhopal,Madhya Pradesh,Bhopal,Highway,19.996874792411052,78.00365103852187,High
V000132,Overspeeding,1000.68,Medium,False,33.7,2024-06-10,14:29:00,14,Monday,6,2024,Afternoon,False,D02953,25,18-25,Male,MCWG,2,Repeat,VH02052,Auto,Bajaj,9,EV,Nagpur,Maharashtra,Sitabuldi,Intersection,21.14164841061411,79.09829017622826,High
V000133,No Helmet,762.96,High,False,50.1,2025-03-15,20:05:00,20,Saturday,3,2025,Evening,True,D00988,32,26-35,Male,LMV,0,First-time,VH07048,Bike,Hero,14,Petrol,Mumbai,Maharashtra,Bandra-Worli,Highway,19.074446278675502,72.86964350302185,High
V000134,No Helmet,506.18,Low,False,98.8,2025-01-11,09:08:00,9,Saturday,1,2025,Morning,True,D01345,38,36-50,Male,MCWOG,1,Repeat,VH03606,Truck,Ashok Leyland,2,Petrol,Pune,Maharashtra,Katraj,Highway,18.497023754376535,73.86426110902848,High
V000135,Wrong Side Driving,811.01,Low,False,15.5,2024-05-23,03:37:00,3,Thursday,5,2024,Night,False,D04924,24,18-25,Male,No License,3,Repeat,VH04916,Car,Hyundai,8,Petrol,Mumbai,Maharashtra,Dadar Junction,Intersection,19.04442359277719,72.85569841620013,High
V000136,Overspeeding,1783.8,Low,False,20.9,2024-10-29,20:03:00,20,Tuesday,10,2024,Evening,False,D00099,43,36-50,Male,No License,0,First-time,VH02959,Car,Hyundai,15,Petrol,Nagpur,Maharashtra,Itwari Bazaar,Market,21.118678488033485,79.08263965761466,High
V000137,Wrong Side Driving,347.27,Medium,True,12.9,2024-03-15,00:37:00,0,Friday,3,2024,Night,False,D03296,67,51+,Male,No License,0,First-time,VH00676,Bike,Royal Enfield,9,CNG,Chennai,Tamil Nadu,Chennai,Intersection,20.002810745766247,78.00075310716272,Low
V000138,Signal Jumping,695.37,Low,False,34.0,2024-06-08,17:20:00,17,Saturday,6,2024,Evening,True,D01955,69,51+,Male,No License,2,Repeat,VH00475,Car,Maruti Suzuki,9,CNG,Bengaluru,Karnataka,Koramangala,Residential,12.929889595074387,77.63249255508698,Low
V000139,Wrong Side Driving,795.53,High,False,19.0,2024-06-28,03:00:00,3,Friday,6,2024,Night,False,D02202,65,51+,Male,MCWG,6,Habitual,VH06005,Bike,TVS,8,EV,Kolkata,West Bengal,Kolkata,Market,20.007728295194813,78.0054286058098,High
V000140,Triple Riding,596.92,Low,False,80.6,2025-08-13,20:04:00,20,Wednesday,8,2025,Evening,False,D04702,63,51+,Male,MCWG,4,Habitual,VH05523,Bike,Hero,11,EV,Nagpur,Maharashtra,Automotive Square,Highway,21.084455567466517,79.06456808846306,High
V000141,Using Mobile,1896.74,Low,False,30.7,2025-01-27,04:11:00,4,Monday,1,2025,Night,False,D02621,41,36-50,Male,MCWG,5,Habitual,VH02223,Bike,KTM,13,EV,Nagpur,Maharashtra,Sitabuldi,Intersection,21.15651993991105,79.09643071925235,Low
V000142,Document Expired,339.53,High,False,44.1,2025-02-14,02:56:00,2,Friday,2,2025,Night,False,D04619,20,18-25,Male,LMV,0,First-time,VH06427,Bike,TVS,14,EV,Jaipur,Rajasthan,Jaipur,Rural,19.99607818614536,78.00245435047785,High
V000143,Wrong Side Driving,304.46,High,False,17.3,2025-07-13,07:09:00,7,Sunday,7,2025,Morning,True,D03083,30,26-35,Male,HMV,0,First-time,VH06956,Car,Mahindra,0,Petrol,Kolkata,West Bengal,Kolkata,Intersection,20.004761653203847,77.99615021275042,High
V000144,Illegal Parking,117.56,Critical,False,21.9,2025-12-29,08:05:00,8,Monday,12,2025,Morning,False,D04141,27,26-35,Male,No License,0,First-time,VH01094,Car,Tata,14,Petrol,Delhi,Delhi,Dwarka,Residential,28.592744313600654,77.04788702578468,Critical
V000145,Overspeeding,1800.82,Low,False,19.0,2024-09-24,10:59:00,10,Tuesday,9,2024,Morning,False,D04790,36,36-50,Male,LMV,0,First-time,VH00893,Truck,BharatBenz,7,Diesel,Lucknow,Uttar Pradesh,Lucknow,Market,19.99310821102644,77.993287499614,Medium
V000146,Overspeeding,1852.48,High,False,17.7,2024-11-11,14:16:00,14,Monday,11,2024,Afternoon,False,D02034,46,36-50,Male,MCWG,0,First-time,VH07934,Bike,KTM,1,EV,Hyderabad,Telangana,Kukatpally,Residential,17.377114855110083,78.38026919350757,High
V000147,Signal Jumping,775.06,Low,False,7.8,2025-04-08,17:47:00,17,Tuesday,4,2025,Evening,False,D03282,43,36-50,Male,LMV,3,Repeat,VH03050,SUV,Mahindra,0,Diesel,Ahmedabad,Gujarat,Ahmedabad,Intersection,20.00372570524071,78.00875149796079,Low
V000148,Signal Jumping,904.65,Low,False,6.8,2024-07-21,20:28:00,20,Sunday,7,2024,Evening,True,D04702,22,18-25,Male,LMV-NT,3,Repeat,VH03549,Auto,Bajaj,1,Petrol,Lucknow,Uttar Pradesh,Lucknow,Market,20.006433708030645,77.99789997376443,Low
V000149,No Helmet,318.91,Critical,False,60.7,2024-10-13,14:56:00,14,Sunday,10,2024,Afternoon,True,D02292,35,26-35,Male,MCWOG,1,Repeat,VH03138,Bike,Royal Enfield,13,CNG,Chennai,Tamil Nadu,Chennai,Rural,19.992744720342642,77.99398915613334,Critical
V000150,Drunk Driving,3633.55,High,False,39.4,2025-12-31,11:30:00,11,Wednesday,12,2025,Morning,False,D01795,42,36-50,Male,MCWG,1,Repeat,VH00241,Auto,Piaggio,8,Petrol,Jaipur,Rajasthan,Jaipur,Arterial,20.007915295632287,78.00557076562657,High
V000151,No Helmet,392.92,Critical,False,31.0,2024-04-12,07:42:00,7,Friday,4,2024,Morning,False,D04854,28,26-35,Male,HMV,2,Repeat,VH02606,Truck,Ashok Leyland,12,Diesel,Nagpur,Maharashtra,Mankapur,Residential,21.171124204507187,79.03395253127199,Critical
V000152,Drunk Driving,4964.02,Medium,False,102.9,2025-07-30,06:53:00,6,Wednesday,7,2025,Morning,False,D01793,27,26-35,Male,LMV,0,First-time,VH00164,Bike,Royal Enfield,1,Petrol,Lucknow,Uttar Pradesh,Lucknow,Highway,20.00052897028297,77.99001366992768,High
V000153,Signal Jumping,793.3,High,False,42.5,2024-03-01,00:09:00,0,Friday,3,2024,Night,False,D02758,38,36-50,Male,HMV,3,Repeat,VH02473,Bike,Bajaj,2,CNG,Delhi,Delhi,Rohini,Residential,28.665452064087457,77.46251721342765,High
V000154,Triple Riding,911.68,Medium,False,33.4,2025-12-25,17:44:00,17,Thursday,12,2025,Evening,False,D00015,29,26-35,Male,HMV,2,Repeat,VH07773,SUV,Tata,12,EV,Bhopal,Madhya Pradesh,Bhopal,Residential,20.00404016896318,78.0014566958534,High
V000155,Wrong Side Driving,955.68,Critical,False,25.6,2025-10-16,18:06:00,18,Thursday,10,2025,Evening,False,D02751,32,26-35,Female,No License,0,First-time,VH03659,Bus,Ashok Leyland,5,Petrol,Nagpur,Maharashtra,Kamptee Road,Arterial,21.17022791240591,79.104193685688,Critical
V000156,Signal Jumping,709.83,High,False,60.0,2025-01-30,14:46:00,14,Thursday,1,2025,Afternoon,False,D04736,21,18-25,Male,LMV,4,Habitual,VH05333,Auto,Piaggio,12,CNG,Bhopal,Madhya Pradesh,Bhopal,Highway,20.00516487087118,77.99451165455024,High
V000157,Triple Riding,336.08,Low,False,72.5,2024-04-17,02:21:00,2,Wednesday,4,2024,Night,False,D03534,34,26-35,Male,MCWOG,1,Repeat,VH07721,Bike,Honda,10,CNG,Kolkata,West Bengal,Kolkata,Highway,20.003072703505307,78.0021463525131,Medium
V000158,Overspeeding,1729.97,Low,False,65.9,2025-07-21,23:59:00,23,Monday,7,2025,Night,False,D02956,62,51+,Male,MCWOG,0,First-time,VH00032,Bike,Honda,12,CNG,Mumbai,Maharashtra,Bandra-Worli,Highway,19.074552119148915,72.87289098897932,High
V000159,No Helmet,875.02,Low,False,11.2,2024-10-25,02:30:00,2,Friday,10,2024,Night,False,D03125,58,51+,Male,LMV,1,Repeat,VH03027,Bike,KTM,8,CNG,Ahmedabad,Gujarat,Ahmedabad,Market,19.993731658823158,77.99089233849396,Medium
V000160,Signal Jumping,542.85,Low,False,15.3,2025-12-14,21:06:00,21,Sunday,12,2025,Night,True,D04281,66,51+,Female,MCWOG,7,Habitual,VH03430,Bike,TVS,7,Petrol,Kolkata,West Bengal,Kolkata,Intersection,20.009312554081607,78.00374135864777,Medium
V000161,No Helmet,920.36,Critical,False,52.0,2024-02-05,16:36:00,16,Monday,2,2024,Afternoon,False,D01579,63,51+,Female,MCWG,1,Repeat,VH01034,Bike,Honda,14,Diesel,Lucknow,Uttar Pradesh,Lucknow,Arterial,19.99085351801267,77.9915673704428,Critical
V000162,Overspeeding,1727.1,Low,False,39.2,2024-09-21,10:58:00,10,Saturday,9,2024,Morning,True,D00102,56,51+,Female,HMV,1,Repeat,VH06444,Auto,TVS,10,CNG,Ahmedabad,Gujarat,Ahmedabad,Residential,20.004008242431738,78.00175152175464,Medium
V000163,Overspeeding,1100.99,Medium,False,23.6,2024-04-18,18:49:00,18,Thursday,4,2024,Evening,False,D03876,24,18-25,Male,LMV-NT,0,First-time,VH00307,Car,Honda,8,CNG,Pune,Maharashtra,Pashan,Residential,18.563443994563134,73.83805947916863,High
V000164,Drunk Driving,4237.25,High,False,76.0,2025-12-08,07:03:00,7,Monday,12,2025,Morning,False,D00805,39,36-50,Female,HMV,0,First-time,VH07967,Bike,Bajaj,9,CNG,Lucknow,Uttar Pradesh,Lucknow,Rural,20.007378000501983,77.99268771041937,High
V000165,No Seatbelt,553.37,High,False,42.4,2025-10-23,02:12:00,2,Thursday,10,2025,Night,False,D04152,56,51+,Male,LMV,1,Repeat,VH03305,Bike,TVS,11,Diesel,Bhopal,Madhya Pradesh,Bhopal,Residential,19.99271299642034,78.00702590681975,High
V000166,Overspeeding,1050.56,Low,False,71.6,2024-09-12,01:29:00,1,Thursday,9,2024,Night,False,D01982,21,18-25,Male,No License,0,First-time,VH03052,Bus,Ashok Leyland,12,Petrol,Lucknow,Uttar Pradesh,Lucknow,Highway,19.99977573478133,77.99892206865215,Medium
V000167,Signal Jumping,513.73,High,False,6.0,2025-12-06,02:18:00,2,Saturday,12,2025,Night,True,D02205,65,51+,Male,No License,3,Repeat,VH05338,Bike,Hero,7,Diesel,Lucknow,Uttar Pradesh,Lucknow,Market,19.99819014392991,77.99040104714999,High
V000168,No Helmet,686.68,Low,False,106.6,2024-01-09,07:16:00,7,Tuesday,1,2024,Morning,False,D01788,69,51+,Male,LMV-NT,2,Repeat,VH03824,Bike,Bajaj,13,EV,Ahmedabad,Gujarat,Ahmedabad,Highway,19.996042901825486,78.00041275796656,High
V000169,Overspeeding,1609.05,High,False,11.0,2025-07-28,20:38:00,20,Monday,7,2025,Evening,False,D02448,41,36-50,Male,HMV,0,First-time,VH01544,Car,Tata,10,EV,Chennai,Tamil Nadu,Chennai,Market,19.992998585927083,78.00530948776607,High
V000170,No Helmet,407.54,Low,False,27.6,2025-11-02,15:18:00,15,Sunday,11,2025,Afternoon,True,D03898,19,18-25,Male,HMV,0,First-time,VH07427,Bike,KTM,6,Diesel,Nagpur,Maharashtra,Sonegaon,Residential,21.133813359092454,79.03716994263341,Medium
V000171,Overspeeding,1899.59,Low,False,46.2,2025-07-26,05:43:00,5,Saturday,7,2025,Night,True,D02409,34,26-35,Male,HMV,0,First-time,VH03800,Bike,Bajaj,13,EV,Mumbai,Maharashtra,Chembur,Arterial,19.067024277764226,72.91941073135341,High
V000172,Document Expired,358.95,High,False,13.3,2024-05-02,21:24:00,21,Thursday,5,2024,Night,False,D01478,50,36-50,Male,LMV-NT,0,First-time,VH06382,Bike,Hero,10,CNG,Lucknow,Uttar Pradesh,Lucknow,Market,19.991616229338582,77.99665258893833,High
V000173,Drunk Driving,2475.31,Medium,False,97.1,2024-06-21,18:48:00,18,Friday,6,2024,Evening,False,D03141,66,51+,Female,LMV-NT,0,First-time,VH00039,Bike,Royal Enfield,13,CNG,Mumbai,Maharashtra,Thane GB Road,Highway,19.190754506369498,72.96398828502456,Medium
V000174,No Seatbelt,381.01,Low,False,102.6,2025-10-03,23:15:00,23,Friday,10,2025,Night,False,D02443,18,18-25,Female,MCWG,0,First-time,VH07770,Car,Toyota,9,Petrol,Nagpur,Maharashtra,Automotive Square,Highway,21.075816555836187,79.07455663822893,High
V000175,No Helmet,958.47,Low,False,32.5,2025-01-02,06:10:00,6,Thursday,1,2025,Morning,False,D01385,49,36-50,Male,No License,0,First-time,VH01009,Truck,Ashok Leyland,6,Petrol,Jaipur,Rajasthan,Jaipur,Intersection,19.997331829027996,78.00301080760242,Low
V000176,Signal Jumping,918.06,Low,False,32.4,2025-11-08,03:41:00,3,Saturday,11,2025,Night,True,D00077,21,18-25,Male,LMV-NT,0,First-time,VH02467,Car,Maruti Suzuki,8,Diesel,Chennai,Tamil Nadu,Chennai,Rural,19.998417429128537,77.99201959694363,High
V000177,Wrong Side Driving,382.41,High,False,18.4,2025-06-07,23:39:00,23,Saturday,6,2025,Night,True,D03357,24,18-25,Male,MCWOG,0,First-time,VH02420,Bike,Hero,8,Diesel,Bengaluru,Karnataka,Malleshwaram,Residential,13.003207471972615,77.58096277527457,High
V000178,Signal Jumping,574.57,High,False,6.8,2025-08-10,21:31:00,21,Sunday,8,2025,Night,True,D02426,25,18-25,Male,No License,2,Repeat,VH02164,Bike,Honda,8,Diesel,Delhi,Delhi,Laxmi Nagar,Market,28.634285547144724,77.27399617830115,High
V000179,Using Mobile,1637.31,High,False,52.8,2024-04-28,03:54:00,3,Sunday,4,2024,Night,True,D02198,45,36-50,Female,HMV,2,Repeat,VH07197,Bike,Hero,10,CNG,Mumbai,Maharashtra,Bandra-Worli,Highway,19.08066135890677,72.87445244306548,High
V000180,Overspeeding,1421.74,Medium,False,41.6,2025-12-07,15:51:00,15,Sunday,12,2025,Afternoon,True,D04840,42,36-50,Male,MCWG,0,First-time,VH03955,Car,Mahindra,1,Petrol,Hyderabad,Telangana,Charminar,Residential,17.3660452956809,78.56356786272498,Low
V000181,No Seatbelt,590.5,High,False,41.6,2024-05-13,15:58:00,15,Monday,5,2024,Afternoon,False,D02772,64,51+,Female,LMV,0,First-time,VH04253,Car,Mahindra,10,Diesel,Lucknow,Uttar Pradesh,Lucknow,Residential,20.000462063504493,78.00401160368595,High
V000182,Drunk Driving,4517.1,Medium,False,31.8,2025-10-18,12:09:00,12,Saturday,10,2025,Afternoon,True,D01355,61,51+,Female,MCWOG,0,First-time,VH00614,Bike,KTM,5,CNG,Pune,Maharashtra,Pashan,Residential,18.575028600020953,73.83641267631067,Medium
V000183,No Helmet,555.35,Medium,False,22.2,2024-08-28,02:29:00,2,Wednesday,8,2024,Night,False,D03378,70,51+,Male,LMV-NT,1,Repeat,VH00294,Car,Tata,3,Petrol,Bengaluru,Karnataka,Silk Board,Intersection,12.972142620228096,77.58400339430956,Low
V000184,Drunk Driving,3090.03,Medium,False,6.1,2025-11-18,14:21:00,14,Tuesday,11,2025,Afternoon,False,D00935,59,51+,Male,No License,1,Repeat,VH00799,Bus,Eicher,15,EV,Lucknow,Uttar Pradesh,Lucknow,Market,20.005186399021582,77.9944349421564,Medium
