violation_id,city_sk,location_sk,driver_sk,vehicle_sk,time_key,violation_date,violation_time,violation_type,fine_amount,severity,accident_involved,road_type,average_speed,weather_condition,lane_affected,department_status,age_group,time_period,offender_type
V20250528000169,53,165,167,168,514,2025-05-28,17:08:33,Overspeeding,800,Medium,No,City Road,82,Clear,Lane 2,Notified,56-65,Evening Peak,First Time
V20241004000170,54,166,168,169,278,2024-10-04,18:31:56,Signal Jumping,600,Medium,No,State Highway,67,Clear,Lane 2,Dispatched,26-35,Evening Peak,Repeat
V20240225000171,86,167,169,170,56,2024-02-25,08:16:03,Overspeeding,1100,High,No,National Highway,87,Cloudy,Lane 3,Notified,26-35,Morning Peak,Repeat
V20250629000172,97,168,170,171,546,2025-06-29,18:52:48,Signal Jumping,1000,Medium,No,National Highway,65,Clear,Lane 2,Active,18-25,Evening Peak,First Time
V20251217000173,28,169,171,172,717,2025-12-17,11:05:09,Triple Riding,800,Medium,No,City Road,46,Clear,Lane 1,Dispatched,26-35,Mid Day,Repeat
V20250706000174,55,170,172,173,553,2025-07-06,07:37:33,No Seatbelt,800,Low,Yes,City Road,30,Foggy,Shoulder,Notified,26-35,Early Morning,First Time
V20250623000175,36,171,173,174,540,2025-06-23,02:34:11,Drunk Driving,2100,Critical,No,City Road,41,Stormy,Lane 1,Active,18-25,Late Night,Repeat
V20250721000176,10,172,174,175,568,2025-07-21,11:26:41,No Seatbelt,1000,Medium,No,City Road,49,Clear,Lane 3,Dispatched,36-45,Mid Day,Repeat
V20240822000177,42,173,175,176,235,2024-08-22,22:08:17,Drunk Driving,7300,Critical,No,State Highway,51,Cloudy,Lane 1,Notified,18-25,Evening,First Time
V20250615000178,92,174,176,177,532,2025-06-15,08:52:06,No Seatbelt,700,Medium,No,City Road,53,Clear,Lane 2,Active,18-25,Morning Peak,First Time
V20240110000179,19,175,177,178,10,2024-01-10,14:13:02,Wrong Parking,500,Low,No,State Highway,70,Clear,Lane 1,Dispatched,26-35,Mid Day,First Time
V20240426000180,58,176,178,179,117,2024-04-26,10:13:37,Wrong Parking,300,Low,No,National Highway,65,Cloudy,Multiple Lanes,Dispatched,26-35,Morning Peak,Repeat
V20241125000181,75,177,179,180,330,2024-11-25,07:19:07,Wrong Parking,300,Low,No,National Highway,64,Clear,Lane 1,Notified,26-35,Early Morning,First Time
V20250508000182,26,178,180,181,494,2025-05-08,17:38:51,No Helmet,1000,Medium,No,National Highway,85,Foggy,Lane 1,Active,18-25,Evening Peak,Repeat
V20250701000183,38,179,181,182,548,2025-07-01,14:55:45,Signal Jumping,600,Medium,No,State Highway,59,Stormy,Lane 1,Active,36-45,Mid Day,First Time
V20240126000184,28,180,182,183,26,2024-01-26,15:19:28,Signal Jumping,800,Medium,No,State Highway,51,Cloudy,Multiple Lanes,Active,18-25,Mid Day,Repeat
V20250610000185,18,181,183,184,527,2025-06-10,18:55:26,Signal Jumping,900,Medium,No,Expressway,102,Cloudy,Lane 2,Notified,46-55,Evening Peak,First Time
V20250323000186,37,182,184,185,448,2025-03-23,20:16:37,Overspeeding,600,High,No,Local Street,39,Clear,Shoulder,Notified,18-25,Evening,Repeat
V20240823000187,13,183,185,186,236,2024-08-23,18:48:15,No License,3100,High,Yes,National Highway,98,Clear,Lane 1,Under Review,26-35,Evening Peak,Repeat
V20240514000188,65,184,186,187,135,2024-05-14,19:18:20,Overspeeding,1400,High,No,Local Street,20,Clear,Lane 2,Under Review,46-55,Evening Peak,First Time
V20241216000189,97,185,187,188,351,2024-12-16,16:59:32,Wrong Parking,400,Low,No,Local Street,30,Rainy,Multiple Lanes,Active,36-45,Mid Day,Repeat
V20240222000190,94,186,124,189,53,2024-02-22,08:24:44,No Helmet,600,Medium,No,National Highway,99,Clear,Lane 2,Active,56-65,Morning Peak,Habitual
V20241007000191,110,187,188,190,281,2024-10-07,10:39:34,Dangerous Driving,3800,Critical,No,Expressway,80,Clear,Shoulder,Active,18-25,Morning Peak,Repeat
V20240225000192,33,188,189,191,56,2024-02-25,14:32:19,Triple Riding,800,Medium,No,City Road,33,Cloudy,Lane 3,Dispatched,36-45,Mid Day,Repeat
V20251027000193,89,189,190,192,666,2025-10-27,14:07:15,Mobile Usage,3000,High,No,State Highway,72,Clear,Lane 2,Notified,65+,Mid Day,First Time
V20240304000194,68,190,191,193,64,2024-03-04,09:43:28,Signal Jumping,600,Medium,No,Local Street,23,Clear,Shoulder,Active,26-35,Morning Peak,First Time
V20250114000195,65,191,192,194,380,2025-01-14,11:32:29,No Helmet,700,Medium,No,National Highway,69,Clear,Lane 2,Active,18-25,Mid Day,Repeat
V20250326000196,2,192,193,195,451,2025-03-26,12:35:10,Overspeeding,1700,Medium,No,Expressway,174,Clear,Lane 3,Notified,36-45,Mid Day,First Time
V20250101000197,24,193,194,196,367,2025-01-01,16:18:24,Signal Jumping,1000,Medium,No,State Highway,56,Rainy,Shoulder,Under Review,26-35,Mid Day,Repeat
V20240821000198,74,194,195,197,234,2024-08-21,08:42:54,No License,4600,High,No,Expressway,85,Cloudy,Lane 2,Active,36-45,Morning Peak,Repeat
V20250905000199,101,195,140,198,614,2025-09-05,07:16:42,Overspeeding,900,Medium,No,State Highway,82,Foggy,Lane 1,Under Review,36-45,Early Morning,First Time
V20250815000200,86,196,196,199,593,2025-08-15,16:16:08,Red Light Violation,900,Medium,No,City Road,31,Cloudy,Lane 1,Active,46-55,Mid Day,First Time
V20251219000201,45,197,197,200,719,2025-12-19,16:50:37,Wrong Side Driving,800,High,No,State Highway,79,Rainy,Shoulder,Active,36-45,Mid Day,Habitual
V20240801000202,66,198,198,201,214,2024-08-01,19:59:51,No Seatbelt,600,Medium,No,National Highway,75,Clear,Lane 1,Active,46-55,Evening Peak,First Time
V20250418000203,9,199,199,202,474,2025-04-18,16:07:24,Mobile Usage,1700,High,No,Local Street,30,Clear,Multiple Lanes,Active,46-55,Mid Day,First Time
V20251124000204,24,200,200,203,694,2025-11-24,17:03:40,No Helmet,500,Medium,No,City Road,44,Rainy,Lane 1,Dispatched,26-35,Evening Peak,First Time
V20250318000205,32,201,201,153,443,2025-03-18,13:18:52,Signal Jumping,700,Medium,No,City Road,33,Rainy,Lane 3,Active,46-55,Mid Day,First Time
V20251019000206,51,202,202,204,658,2025-10-19,12:57:13,Wrong Parking,300,Low,No,Local Street,40,Stormy,Lane 1,Dispatched,36-45,Mid Day,Repeat
V20240819000207,24,203,203,205,232,2024-08-19,10:59:30,No Helmet,700,Medium,No,City Road,50,Cloudy,Shoulder,Active,26-35,Morning Peak,First Time
V20250806000208,9,204,204,206,584,2025-08-06,19:23:13,Triple Riding,500,Medium,No,Expressway,83,Clear,Lane 2,Active,18-25,Evening Peak,Repeat
V20250428000209,7,205,205,207,484,2025-04-28,21:53:40,Wrong Parking,400,Low,No,Local Street,39,Clear,Lane 1,Notified,18-25,Evening,Repeat
V20241123000210,1,206,206,208,328,2024-11-23,21:06:10,Overspeeding,600,Medium,Yes,Local Street,44,Foggy,Lane 1,Under Review,18-25,Evening,First Time
V20250420000211,90,207,207,209,476,2025-04-20,10:45:48,Mobile Usage,1900,High,No,Expressway,105,Clear,Multiple Lanes,Active,36-45,Morning Peak,Repeat
V20240312000212,97,208,208,210,72,2024-03-12,17:47:32,No License,3100,High,Yes,National Highway,61,Foggy,Lane 2,Under Review,26-35,Evening Peak,Repeat
V20251009000213,72,209,209,211,648,2025-10-09,16:08:50,No Helmet,900,Medium,No,Local Street,18,Cloudy,Lane 2,Notified,26-35,Mid Day,Repeat
V20240114000214,12,210,210,212,14,2024-01-14,16:09:52,No Helmet,700,Medium,No,City Road,48,Cloudy,Lane 1,Active,18-25,Mid Day,First Time
V20250829000215,104,211,211,213,607,2025-08-29,20:21:44,Wrong Parking,200,Low,No,Local Street,38,Cloudy,Lane 1,Notified,46-55,Evening,First Time
V20240615000216,99,212,212,214,167,2024-06-15,07:00:48,Overspeeding,600,Medium,No,State Highway,93,Rainy,Lane 2,Active,18-25,Early Morning,Repeat
V20250206000217,56,213,213,215,403,2025-02-06,17:36:19,Red Light Violation,800,Medium,No,City Road,55,Foggy,Lane 1,Active,46-55,Evening Peak,Repeat
V20241212000218,76,214,214,216,347,2024-12-12,06:23:28,Wrong Parking,500,Low,No,National Highway,82,Foggy,Shoulder,Active,18-25,Early Morning,First Time
V20250914000219,26,215,215,217,623,2025-09-14,08:43:56,Overspeeding,1700,High,No,Local Street,56,Cloudy,Lane 3,Active,36-45,Morning Peak,First Time
V20250929000220,102,216,216,218,638,2025-09-29,17:29:24,Mobile Usage,2500,Medium,No,Local Street,24,Clear,Lane 2,Active,26-35,Evening Peak,Repeat
V20250610000221,90,217,217,219,527,2025-06-10,17:55:48,No Seatbelt,700,Low,No,City Road,26,Clear,Lane 1,Active,36-45,Evening Peak,First Time
V20250810000222,49,218,88,220,588,2025-08-10,08:19:38,Overspeeding,700,High,No,National Highway,124,Clear,Lane 2,Under Review,26-35,Morning Peak,Repeat
V20240820000223,35,219,218,221,233,2024-08-20,21:12:30,No Seatbelt,500,Low,No,Expressway,113,Clear,Lane 3,Dispatched,36-45,Evening,Repeat
V20250411000224,109,220,219,222,467,2025-04-11,17:59:18,Mobile Usage,3500,Medium,No,Local Street,30,Cloudy,Shoulder,Active,18-25,Evening Peak,Repeat
V20250118000225,24,221,220,223,384,2025-01-18,20:34:57,Triple Riding,700,Medium,No,State Highway,64,Clear,Lane 2,Notified,18-25,Evening,First Time
V20250310000226,8,222,221,224,435,2025-03-10,16:56:15,No Helmet,800,Medium,No,Expressway,104,Clear,Lane 3,Notified,36-45,Mid Day,First Time
V20250923000227,74,223,222,225,632,2025-09-23,19:31:15,Drunk Driving,9700,Critical,No,Local Street,35,Foggy,Multiple Lanes,Under Review,26-35,Evening Peak,Repeat
V20250727000228,66,224,125,226,574,2025-07-27,08:10:58,Triple Riding,1000,Medium,No,Local Street,30,Clear,Lane 2,Active,18-25,Morning Peak,Repeat
V20240605000229,65,225,223,227,157,2024-06-05,07:11:56,Overspeeding,1500,Medium,No,Local Street,44,Clear,Lane 2,Under Review,26-35,Early Morning,Repeat
V20241128000230,1,226,224,228,333,2024-11-28,18:02:31,No Helmet,600,Medium,No,State Highway,55,Clear,Lane 1,Active,56-65,Evening Peak,First Time
V20250304000231,12,227,225,229,429,2025-03-04,15:03:24,Signal Jumping,900,Medium,Yes,City Road,46,Clear,Lane 1,Active,18-25,Mid Day,First Time
V20250921000232,52,228,226,230,630,2025-09-21,09:55:08,Drunk Driving,2800,High,No,Expressway,103,Clear,Lane 2,Under Review,46-55,Morning Peak,First Time
V20250308000233,100,229,165,231,433,2025-03-08,18:54:50,Overspeeding,1600,Medium,Yes,City Road,54,Cloudy,Lane 1,Dispatched,18-25,Evening Peak,Repeat
V20240417000234,49,230,227,232,108,2024-04-17,19:42:31,No Helmet,600,Medium,No,Local Street,18,Cloudy,Lane 1,Under Review,36-45,Evening Peak,Repeat
V20250513000235,32,231,228,233,499,2025-05-13,17:15:19,Mobile Usage,2100,Medium,No,State Highway,51,Clear,Lane 1,Dispatched,26-35,Evening Peak,Habitual
V20240903000236,90,232,229,234,247,2024-09-03,09:48:42,No Helmet,500,Medium,No,City Road,29,Clear,Lane 1,Under Review,36-45,Morning Peak,First Time
V20250527000237,31,233,230,235,513,2025-05-27,15:50:59,No Helmet,600,Medium,No,National Highway,76,Clear,Shoulder,Under Review,18-25,Mid Day,Habitual
V20241007000238,69,234,231,236,281,2024-10-07,09:05:33,Red Light Violation,800,Medium,No,Local Street,38,Clear,Lane 2,Active,36-45,Morning Peak,First Time
V20240401000239,49,235,232,237,92,2024-04-01,08:09:02,Signal Jumping,1000,Medium,No,Expressway,116,Clear,Multiple Lanes,Under Review,26-35,Morning Peak,Habitual
V20240425000240,55,236,233,238,116,2024-04-25,22:50:40,Wrong Parking,500,Low,No,Local Street,26,Cloudy,Shoulder,Active,46-55,Evening,First Time
V20241202000241,108,237,234,239,337,2024-12-02,19:58:56,No Helmet,700,Medium,Yes,City Road,48,Clear,Shoulder,Dispatched,26-35,Evening Peak,Repeat
V20250619000242,28,238,235,240,536,2025-06-19,17:39:17,Red Light Violation,900,Medium,No,State Highway,58,Foggy,Lane 2,Under Review,18-25,Evening Peak,Habitual
V20251106000243,74,239,236,241,676,2025-11-06,10:21:26,Dangerous Driving,4000,Critical,No,Local Street,27,Clear,Multiple Lanes,Notified,26-35,Morning Peak,Repeat
V20250519000244,80,240,237,242,505,2025-05-19,12:54:38,Mobile Usage,4000,Medium,No,City Road,42,Rainy,Lane 2,Dispatched,18-25,Mid Day,Repeat
V20250908000245,71,241,238,243,617,2025-09-08,19:11:22,Mobile Usage,1700,High,No,City Road,36,Cloudy,Lane 1,Dispatched,18-25,Evening Peak,First Time
V20240903000246,106,242,239,244,247,2024-09-03,16:14:11,Signal Jumping,700,Medium,Yes,Expressway,114,Cloudy,Shoulder,Notified,26-35,Mid Day,First Time
V20240606000247,105,243,240,245,158,2024-06-06,19:20:28,Overspeeding,1700,High,No,State Highway,111,Clear,Lane 2,Active,26-35,Evening Peak,First Time
V20251118000248,64,52,241,246,688,2025-11-18,10:56:18,Overspeeding,700,High,No,City Road,75,Clear,Multiple Lanes,Active,36-45,Morning Peak,Repeat
V20250110000249,106,244,242,247,376,2025-01-10,12:28:18,Mobile Usage,3500,High,No,City Road,43,Cloudy,Lane 1,Under Review,36-45,Mid Day,Repeat
V20250827000250,45,245,243,248,605,2025-08-27,19:44:44,Overspeeding,700,Medium,No,National Highway,92,Cloudy,Lane 3,Dispatched,26-35,Evening Peak,Repeat
V20240419000251,63,21,244,249,110,2024-04-19,00:48:37,Dangerous Driving,4900,High,No,Local Street,28,Clear,Lane 1,Notified,36-45,Late Night,Repeat
V20240719000252,29,246,245,250,201,2024-07-19,10:34:11,No License,4400,High,No,City Road,31,Foggy,Multiple Lanes,Active,18-25,Morning Peak,Habitual
V20250313000253,95,247,246,251,438,2025-03-13,20:29:59,Overspeeding,1400,Medium,No,City Road,32,Cloudy,Lane 2,Active,56-65,Evening,Repeat
V20250216000254,4,248,247,252,413,2025-02-16,00:43:31,No Helmet,900,Medium,Yes,Local Street,16,Rainy,Lane 2,Notified,26-35,Late Night,First Time
V20240923000255,10,249,248,253,267,2024-09-23,13:41:25,No Helmet,600,Medium,No,City Road,55,Clear,Lane 3,Dispatched,26-35,Mid Day,First Time
V20250709000256,73,250,249,254,556,2025-07-09,02:10:49,Drunk Driving,4400,Critical,Yes,National Highway,97,Clear,Lane 2,Notified,18-25,Late Night,First Time
V20250914000257,7,251,250,255,623,2025-09-14,18:52:07,Dangerous Driving,2800,Critical,No,Expressway,94,Clear,Lane 1,Notified,46-55,Evening Peak,First Time
V20250613000258,17,252,251,256,530,2025-06-13,07:34:00,No Seatbelt,1000,Low,No,City Road,48,Clear,Lane 2,Under Review,36-45,Early Morning,First Time
V20251217000259,23,253,252,257,717,2025-12-17,17:29:49,Drunk Driving,7700,Critical,No,State Highway,60,Clear,Lane 1,Active,26-35,Evening Peak,Habitual
V20240322000260,21,254,253,258,82,2024-03-22,17:06:55,Red Light Violation,500,Medium,No,Local Street,37,Clear,Lane 1,Under Review,18-25,Evening Peak,Repeat
V20251021000261,102,255,254,259,660,2025-10-21,07:27:01,No Seatbelt,900,Medium,No,Local Street,25,Clear,Lane 3,Dispatched,26-35,Early Morning,First Time
V20241124000262,30,256,255,260,329,2024-11-24,17:50:38,Mobile Usage,1100,High,No,City Road,37,Rainy,Multiple Lanes,Active,36-45,Evening Peak,First Time
V20250922000263,61,257,256,261,631,2025-09-22,07:47:55,No Helmet,1000,Medium,No,City Road,46,Stormy,Lane 1,Dispatched,18-25,Early Morning,First Time
V20250508000264,26,258,257,262,494,2025-05-08,15:27:22,Wrong Parking,400,Low,No,Local Street,31,Clear,Multiple Lanes,Active,18-25,Mid Day,Repeat
V20251011000265,58,259,258,263,650,2025-10-11,05:19:36,Dangerous Driving,4200,Critical,No,City Road,36,Rainy,Multiple Lanes,Dispatched,26-35,Early Morning,First Time
V20250825000266,23,260,259,264,603,2025-08-25,12:29:29,Wrong Parking,400,Low,No,City Road,51,Cloudy,Lane 2,Notified,46-55,Mid Day,Repeat
V20240215000267,22,261,260,265,46,2024-02-15,18:19:12,No Seatbelt,600,Medium,No,Local Street,38,Rainy,Multiple Lanes,Active,26-35,Evening Peak,Repeat
V20241126000268,37,262,261,159,331,2024-11-26,18:21:14,Overspeeding,900,Medium,No,National Highway,128,Rainy,Lane 2,Active,36-45,Evening Peak,Repeat
V20240717000269,42,263,262,266,199,2024-07-17,16:21:15,Wrong Parking,200,Low,No,Local Street,35,Rainy,Lane 3,Under Review,26-35,Mid Day,First Time
V20240131000270,2,264,263,267,31,2024-01-31,19:17:57,Mobile Usage,1300,Medium,No,National Highway,70,Cloudy,Shoulder,Active,18-25,Evening Peak,First Time
V20240918000271,101,265,264,268,262,2024-09-18,07:50:02,Wrong Parking,400,Low,No,City Road,27,Foggy,Lane 1,Dispatched,36-45,Early Morning,First Time
V20251226000272,66,266,265,269,726,2025-12-26,09:08:42,Overspeeding,600,High,No,Local Street,44,Foggy,Lane 2,Active,18-25,Morning Peak,Repeat
V20251117000273,48,224,266,270,687,2025-11-17,17:13:34,Overspeeding,800,Medium,No,National Highway,103,Clear,Shoulder,Active,26-35,Evening Peak,First Time
V20241220000274,71,267,267,271,355,2024-12-20,10:37:25,Red Light Violation,1000,Medium,No,City Road,51,Clear,Shoulder,Notified,36-45,Morning Peak,Repeat
V20250726000275,49,268,268,272,573,2025-07-26,17:52:45,Red Light Violation,900,Medium,No,State Highway,73,Clear,Shoulder,Dispatched,26-35,Evening Peak,Habitual
V20240110000276,57,46,269,273,10,2024-01-10,18:31:32,No Seatbelt,700,Medium,No,City Road,45,Clear,Lane 3,Active,18-25,Evening Peak,First Time
V20241227000277,18,269,270,274,362,2024-12-27,18:36:19,Overspeeding,500,High,Yes,State Highway,74,Clear,Lane 2,Active,26-35,Evening Peak,Habitual
V20250122000278,15,270,271,275,388,2025-01-22,18:24:47,Mobile Usage,2400,High,No,National Highway,74,Rainy,Lane 1,Notified,26-35,Evening Peak,First Time
V20240226000279,32,271,272,276,57,2024-02-26,14:37:41,Red Light Violation,1000,Medium,No,City Road,34,Clear,Lane 3,Notified,26-35,Mid Day,First Time
V20240716000280,11,272,273,277,198,2024-07-16,17:31:58,No Helmet,600,Medium,No,City Road,25,Clear,Lane 2,Active,26-35,Evening Peak,Repeat
V20241121000281,42,273,274,278,326,2024-11-21,15:02:39,Signal Jumping,600,Medium,No,National Highway,69,Foggy,Lane 1,Dispatched,36-45,Mid Day,First Time
V20250506000282,81,274,275,279,492,2025-05-06,10:35:22,No Helmet,900,Medium,No,National Highway,78,Rainy,Lane 2,Notified,36-45,Morning Peak,Habitual
V20250709000283,49,275,276,280,556,2025-07-09,16:53:41,Overspeeding,1400,Medium,No,City Road,62,Clear,Lane 2,Active,18-25,Mid Day,First Time
V20241103000284,4,276,277,281,308,2024-11-03,09:04:16,Dangerous Driving,4100,High,No,Expressway,90,Rainy,Lane 2,Active,26-35,Morning Peak,Repeat
V20240406000285,29,277,278,282,97,2024-04-06,23:11:15,Signal Jumping,700,Medium,No,Local Street,36,Cloudy,Lane 1,Dispatched,18-25,Late Night,Repeat
V20251124000286,99,278,279,283,694,2025-11-24,11:46:18,Dangerous Driving,2800,Critical,No,National Highway,70,Cloudy,Lane 3,Active,18-25,Mid Day,Repeat
V20251225000287,59,279,280,284,725,2025-12-25,16:11:45,Signal Jumping,900,Medium,No,State Highway,52,Foggy,Lane 1,Under Review,46-55,Mid Day,First Time
V20250519000288,37,280,72,285,505,2025-05-19,19:31:26,Triple Riding,900,Medium,No,National Highway,66,Rainy,Lane 1,Under Review,18-25,Evening Peak,First Time
V20251003000289,8,281,281,286,642,2025-10-03,11:58:33,No Helmet,900,Medium,No,Expressway,82,Clear,Shoulder,Under Review,18-25,Mid Day,First Time
V20240919000290,41,282,282,287,263,2024-09-19,17:26:01,Drunk Driving,9000,High,No,City Road,40,Cloudy,Lane 1,Active,18-25,Evening Peak,Habitual
V20250603000291,7,283,283,288,520,2025-06-03,08:48:05,No Seatbelt,600,Medium,No,National Highway,99,Stormy,Multiple Lanes,Active,36-45,Morning Peak,First Time
V20251029000292,98,284,284,289,668,2025-10-29,17:36:12,Mobile Usage,3100,Medium,No,City Road,33,Rainy,Lane 3,Dispatched,36-45,Evening Peak,First Time
V20240706000293,40,285,285,290,188,2024-07-06,15:53:27,Dangerous Driving,4700,Critical,No,Local Street,20,Clear,Lane 1,Under Review,26-35,Mid Day,First Time
V20250923000294,7,286,286,291,632,2025-09-23,10:00:51,Signal Jumping,800,Medium,No,City Road,41,Clear,Lane 1,Active,26-35,Morning Peak,First Time
V20250405000295,7,287,287,292,461,2025-04-05,16:48:13,Drunk Driving,4000,Critical,No,National Highway,82,Clear,Lane 3,Dispatched,26-35,Mid Day,First Time
V20250119000296,76,288,288,293,385,2025-01-19,04:27:19,No Seatbelt,600,Medium,No,Local Street,15,Clear,Lane 1,Active,18-25,Late Night,First Time
V20241002000297,100,289,289,294,276,2024-10-02,09:17:06,No License,3400,High,No,Local Street,20,Clear,Multiple Lanes,Active,65+,Morning Peak,First Time
V20241018000298,14,290,290,295,292,2024-10-18,07:12:28,Overspeeding,2000,High,No,City Road,49,Clear,Multiple Lanes,Active,26-35,Early Morning,Habitual
V20250226000299,88,223,291,296,423,2025-02-26,21:43:33,Dangerous Driving,2400,High,No,Local Street,19,Clear,Multiple Lanes,Under Review,18-25,Evening,First Time
V20240120000300,82,291,292,297,20,2024-01-20,07:16:59,No License,2600,High,No,Local Street,26,Cloudy,Lane 2,Notified,36-45,Early Morning,Repeat
V20241103000301,16,292,293,298,308,2024-11-03,17:47:52,Signal Jumping,900,Medium,No,Local Street,38,Cloudy,Lane 1,Dispatched,56-65,Evening Peak,First Time
V20240527000302,5,293,294,299,148,2024-05-27,10:44:29,Mobile Usage,4100,High,No,City Road,45,Clear,Lane 3,Dispatched,36-45,Morning Peak,First Time
V20240828000303,32,294,295,300,241,2024-08-28,10:04:01,Overspeeding,600,Medium,No,State Highway,115,Stormy,Lane 2,Dispatched,18-25,Morning Peak,Repeat
V20240215000304,26,295,296,301,46,2024-02-15,20:16:10,Triple Riding,700,Medium,No,National Highway,75,Stormy,Lane 2,Notified,36-45,Evening,Repeat
V20250509000305,1,296,297,302,495,2025-05-09,17:35:43,Drunk Driving,9900,High,No,National Highway,60,Clear,Lane 2,Notified,46-55,Evening Peak,Repeat
