vehicle_surrogate_key,vehicle_key,vehicle_type,vehicle_brand,vehicle_age,fuel_type
564,VEH004625,Car,Volkswagen,1,Diesel
565,VEH004302,Car,Toyota,9,Petrol
566,VEH004067,Bike,TVS,8,Petrol
567,VEH002544,Scooter,Vespa,3,Petrol
568,VEH005578,Auto Rickshaw,Piaggio,9,CNG
569,VEH006408,Auto Rickshaw,Bajaj,7,CNG
570,VEH007236,Bike,Hero,2,Electric
571,VEH007836,Bike,Bajaj,19,Petrol
572,VEH003799,Auto Rickshaw,TVS,5,CNG
573,VEH006526,Truck,Mahindra,19,CNG
574,VEH004011,Scooter,Honda,6,Petrol
575,VEH006589,Bike,Royal Enfield,6,Petrol
576,VEH003478,Bike,Bajaj,17,Petrol
577,VEH005957,Car,Mahindra,1,Petrol
578,VEH007427,Bike,Yamaha,3,Petrol
579,VEH004558,Car,Tata,2,Diesel
580,VEH005113,Scooter,TVS,2,Petrol
581,VEH002075,Bike,KTM,4,Petrol
582,VEH007664,Car,Honda,6,Diesel
583,VEH004244,Car,Maruti Suzuki,0,Petrol
584,VEH003621,Auto Rickshaw,Piaggio,1,Petrol
585,VEH003856,Bike,Honda,4,Electric
586,VEH006243,Bike,Hero,10,Petrol
587,VEH005404,Bike,KTM,7,Petrol
588,VEH002378,Bike,KTM,5,Petrol
589,VEH002960,Scooter,Suzuki,3,Petrol
590,VEH001587,Truck,BharatBenz,1,CNG
591,VEH003179,Scooter,Bajaj,0,Petrol
592,VEH005581,Bike,Honda,8,Petrol
593,VEH007334,Scooter,Bajaj,6,Petrol
594,VEH003407,Car,Honda,5,Diesel
595,VEH000704,Car,Maruti Suzuki,10,Electric
596,VEH000454,Car,Toyota,5,Petrol
597,VEH007226,Auto Rickshaw,Bajaj,18,Diesel
598,VEH002795,Bike,Bajaj,10,Petrol
599,VEH000844,Car,Maruti Suzuki,14,Petrol
600,VEH004864,Bike,TVS,14,Petrol
601,VEH003352,Scooter,Honda,0,Petrol
602,VEH003961,Scooter,Honda,18,Petrol
603,VEH006188,Car,Toyota,3,Diesel
604,VEH004675,Bike,Hero,1,Petrol
605,VEH002314,Auto Rickshaw,Bajaj,2,CNG
606,VEH006220,Car,Volkswagen,8,Petrol
607,VEH000041,Bike,Royal Enfield,9,Petrol
608,VEH005556,Scooter,Hero,17,Petrol
609,VEH005216,Bike,Bajaj,2,Petrol
610,VEH003589,Car,Mahindra,5,Petrol
611,VEH005419,Car,Tata,2,CNG
612,VEH000098,Scooter,Bajaj,4,Petrol
613,VEH001010,Bike,Bajaj,0,Electric
614,VEH007061,Bike,KTM,5,Petrol
615,VEH000523,Auto Rickshaw,Piaggio,15,Diesel
616,VEH002958,Car,Mahindra,3,Diesel
617,VEH003255,Car,Mahindra,4,Petrol
618,VEH003758,Bike,Bajaj,4,Petrol
619,VEH004685,Bike,TVS,6,Petrol
620,VEH003939,Car,Mahindra,5,Petrol
621,VEH003173,Car,Honda,4,Petrol
622,VEH001367,Bike,Royal Enfield,2,Petrol
623,VEH005576,Car,Mahindra,20,Petrol
624,VEH006580,Van,Force,6,Petrol
625,VEH006993,Bike,Honda,13,Petrol
626,VEH000034,Car,Hyundai,3,Diesel
627,VEH003324,Scooter,Hero,2,Electric
628,VEH005479,Car,Kia,3,Petrol
629,VEH007775,Bike,TVS,4,Petrol
630,VEH001791,Bike,Yamaha,18,Petrol
631,VEH001454,Car,Mahindra,7,Electric
632,VEH001265,Bike,Bajaj,0,Electric
633,VEH006984,Car,Maruti Suzuki,1,CNG
634,VEH001869,Bike,TVS,9,Petrol
635,VEH000997,Bike,Hero,2,Petrol
636,VEH006663,Bike,Hero,5,Petrol
637,VEH004271,Car,Volkswagen,5,CNG
638,VEH001036,Bike,KTM,0,Petrol
639,VEH002826,Bike,TVS,8,Electric
640,VEH000153,Bike,Suzuki,0,Petrol
641,VEH000707,Car,Maruti Suzuki,15,Petrol
642,VEH003534,Bike,TVS,8,Petrol
643,VEH007336,Car,Maruti Suzuki,4,CNG
644,VEH000812,Bike,TVS,4,Petrol
645,VEH001129,Bike,Yamaha,10,Electric
646,VEH004423,Bike,Yamaha,5,Petrol
647,VEH000690,Van,Maruti Suzuki,19,Diesel
648,VEH001589,Scooter,TVS,3,Electric
649,VEH003942,Auto Rickshaw,Bajaj,14,Diesel
650,VEH003107,Bike,Yamaha,15,Electric
651,VEH007686,Truck,Ashok Leyland,7,Diesel
652,VEH001516,Car,Mahindra,1,Petrol
653,VEH005756,Auto Rickshaw,Piaggio,4,Diesel
654,VEH006296,Truck,Ashok Leyland,8,CNG
655,VEH002907,Bike,Bajaj,2,Petrol
656,VEH007517,Scooter,Bajaj,15,Electric
657,VEH000686,Auto Rickshaw,Bajaj,9,CNG
658,VEH001222,Car,Hyundai,11,Diesel
659,VEH006619,Truck,BharatBenz,2,Diesel
660,VEH001700,Auto Rickshaw,TVS,1,CNG
661,VEH002154,Bike,TVS,15,Petrol
662,VEH000710,Bike,Hero,5,Petrol
663,VEH001714,Car,Mahindra,9,Petrol
664,VEH005914,Car,Toyota,4,Petrol
665,VEH003553,Auto Rickshaw,TVS,6,CNG
666,VEH000222,Car,Toyota,4,Petrol
667,VEH003985,Bike,Bajaj,7,Petrol
668,VEH001977,Bike,Yamaha,4,Petrol
669,VEH007147,Bike,Bajaj,1,Petrol
670,VEH000120,Car,Honda,14,Petrol
671,VEH001609,Scooter,Honda,0,Petrol
672,VEH006092,Van,Maruti Suzuki,13,Diesel
673,VEH006400,Car,Volkswagen,6,CNG
674,VEH002198,Bike,Royal Enfield,7,Electric
675,VEH004009,Auto Rickshaw,TVS,8,Petrol
676,VEH003569,Car,Maruti Suzuki,1,Petrol
677,VEH007759,Bike,Honda,0,Petrol
678,VEH005423,Scooter,Bajaj,0,Petrol
679,VEH007551,Car,Honda,7,Electric
680,VEH003731,Scooter,Suzuki,5,Electric
681,VEH002745,Scooter,Honda,19,Petrol
682,VEH007348,Scooter,Honda,6,Petrol
683,VEH005292,Scooter,Bajaj,2,Petrol
684,VEH006332,Bike,TVS,8,Petrol
685,VEH000079,Bike,Suzuki,1,Petrol
686,VEH004050,Bike,KTM,4,Petrol
687,VEH005959,Bike,KTM,5,Petrol
688,VEH004652,Scooter,Suzuki,0,Petrol
689,VEH003456,Bike,Yamaha,1,Petrol
690,VEH004402,Bike,Honda,2,Petrol
691,VEH006010,Bike,TVS,4,Electric
692,VEH001192,Bike,Royal Enfield,0,Petrol
693,VEH000421,Bike,Bajaj,8,Petrol
694,VEH006481,Scooter,Bajaj,2,Petrol
695,VEH005299,Truck,Tata,2,Diesel
696,VEH001478,Car,Tata,3,Electric
697,VEH001639,Bike,Suzuki,1,Petrol
698,VEH000937,Scooter,Vespa,4,Petrol
699,VEH006099,Scooter,Suzuki,3,Petrol
700,VEH006422,Car,Kia,9,Diesel
701,VEH005623,Auto Rickshaw,TVS,3,Diesel
702,VEH000386,Auto Rickshaw,Piaggio,14,CNG
703,VEH001787,Bike,KTM,2,Electric
704,VEH003820,Truck,Eicher,10,CNG
705,VEH002124,Auto Rickshaw,Piaggio,8,Diesel
706,VEH000418,Scooter,Vespa,9,Petrol
707,VEH004809,Car,Tata,1,Diesel
708,VEH004427,Bike,Bajaj,8,Petrol
709,VEH005249,Bike,KTM,8,Petrol
710,VEH000975,Bike,Suzuki,1,Petrol
711,VEH006387,Scooter,Bajaj,17,Petrol
712,VEH005447,Auto Rickshaw,TVS,3,Diesel
713,VEH000517,Car,Hyundai,7,Petrol
714,VEH005880,Car,Maruti Suzuki,1,Diesel
715,VEH001041,Bike,KTM,8,Petrol
716,VEH001935,Scooter,Bajaj,5,Electric
717,VEH004118,Car,Kia,10,CNG
718,VEH006072,Bike,Royal Enfield,8,Electric
719,VEH002597,Bike,Yamaha,5,Petrol
720,VEH004144,Bike,Hero,1,Petrol
721,VEH005598,Car,Kia,2,Electric
722,VEH001416,Bike,Royal Enfield,5,Petrol
723,VEH001693,Bike,Bajaj,4,Petrol
724,VEH005592,Bike,KTM,7,Petrol
725,VEH001766,Car,Mahindra,4,Petrol
726,VEH007141,Bike,TVS,20,Petrol
727,VEH000513,Car,Maruti Suzuki,4,CNG
728,VEH006517,Car,Honda,1,Petrol
729,VEH004310,Scooter,Suzuki,1,Petrol
730,VEH000445,Bike,TVS,1,Petrol
731,VEH001577,Car,Honda,13,Petrol
732,VEH001075,Bike,KTM,10,Petrol
733,VEH003950,Truck,Ashok Leyland,1,Diesel
734,VEH002662,Auto Rickshaw,Bajaj,20,CNG
735,VEH002047,Car,Hyundai,9,Electric
736,VEH002890,Bike,KTM,16,Petrol
737,VEH000229,Scooter,Honda,3,Petrol
738,VEH000680,Auto Rickshaw,Bajaj,7,Petrol
739,VEH005309,Car,Honda,5,Diesel
740,VEH006446,Car,Mahindra,20,Electric
741,VEH001812,Auto Rickshaw,TVS,6,CNG
742,VEH002369,Truck,Tata,4,Diesel
743,VEH004049,Car,Honda,5,Petrol
744,VEH000699,Auto Rickshaw,TVS,12,Petrol
745,VEH005917,Auto Rickshaw,TVS,18,Petrol
746,VEH002253,Scooter,Bajaj,11,Electric
747,VEH005418,Scooter,Hero,1,Petrol
748,VEH006837,Car,Kia,3,Petrol
749,VEH000053,Car,Kia,7,Electric
750,VEH006451,Bike,Bajaj,9,Petrol
751,VEH002003,Van,Tata,5,Petrol
752,VEH007033,Bike,Hero,6,Petrol
753,VEH005731,Bike,KTM,1,Petrol
754,VEH001865,Auto Rickshaw,TVS,2,Petrol
755,VEH000242,Auto Rickshaw,TVS,2,CNG
756,VEH005374,Bike,Hero,5,Petrol
757,VEH007309,Bike,Bajaj,6,Petrol
758,VEH004806,Bus,Eicher,7,Diesel
759,VEH004162,Car,Mahindra,12,Diesel
760,VEH006702,Bike,Honda,1,Petrol
761,VEH004998,Bike,KTM,1,Petrol
762,VEH007458,Bike,Royal Enfield,10,Electric
763,VEH004221,Scooter,Suzuki,8,Electric
764,VEH003224,Car,Honda,5,Petrol
765,VEH003418,Truck,Ashok Leyland,0,CNG
766,VEH003170,Bike,Suzuki,3,Petrol
767,VEH002354,Bike,Yamaha,4,Electric
768,VEH001928,Car,Honda,6,Diesel
769,VEH002258,Bike,Honda,6,Petrol
770,VEH000349,Bike,Yamaha,3,Petrol
771,VEH003217,Car,Honda,18,Petrol
772,VEH004579,Bike,Bajaj,4,Petrol
773,VEH004645,Car,Volkswagen,15,Petrol
774,VEH003882,Bike,Honda,1,Petrol
775,VEH007097,Car,Maruti Suzuki,3,Diesel
776,VEH004805,Car,Mahindra,9,Petrol
777,VEH001825,Bike,TVS,8,Petrol
778,VEH001740,Car,Mahindra,6,Petrol
779,VEH006817,Bike,Royal Enfield,3,Petrol
780,VEH000408,Auto Rickshaw,Bajaj,0,Petrol
781,VEH007913,Bike,Hero,5,Petrol
782,VEH001084,Bike,Hero,0,Petrol
783,VEH002038,Auto Rickshaw,Bajaj,1,CNG
784,VEH003535,Auto Rickshaw,Bajaj,9,CNG
785,VEH001956,Bike,Royal Enfield,12,Petrol
786,VEH001599,Bike,KTM,16,Petrol
787,VEH002012,Bike,Honda,9,Petrol
788,VEH005245,Scooter,TVS,10,Petrol
789,VEH003199,Bike,Yamaha,7,Petrol
790,VEH007405,Scooter,TVS,4,Petrol
791,VEH003518,Auto Rickshaw,Piaggio,1,Petrol
792,VEH000502,Truck,Ashok Leyland,11,CNG
793,VEH006176,Bike,Hero,1,Petrol
794,VEH006349,Bike,Hero,2,Petrol
795,VEH005105,Bike,Bajaj,3,Petrol
796,VEH000797,Scooter,Honda,3,Petrol
797,VEH006444,Bike,Honda,3,Petrol
798,VEH002671,Bus,Eicher,5,Diesel
799,VEH007364,Auto Rickshaw,Bajaj,2,Diesel
800,VEH006625,Auto Rickshaw,Piaggio,0,Diesel
801,VEH001612,Car,Toyota,0,Petrol
802,VEH002423,Van,Maruti Suzuki,4,Diesel
803,VEH006797,Bike,Suzuki,11,Electric
804,VEH002129,Bike,Bajaj,2,Petrol
805,VEH006159,Bike,Bajaj,12,Petrol
806,VEH006064,Car,Honda,20,Petrol
807,VEH005567,Scooter,Hero,3,Petrol
808,VEH006514,Bike,Hero,4,Electric
809,VEH007162,Car,Volkswagen,1,Diesel
810,VEH000970,Car,Honda,2,Diesel
811,VEH006533,Auto Rickshaw,Bajaj,8,CNG
812,VEH004695,Car,Toyota,1,Petrol
813,VEH001087,Bike,Yamaha,1,Petrol
814,VEH005529,Bike,Honda,4,Petrol
815,VEH004913,Scooter,TVS,0,Electric
816,VEH002403,Car,Tata,7,Petrol
817,VEH006060,Bike,Bajaj,10,Petrol
818,VEH006735,Bike,Honda,8,Petrol
819,VEH006406,Car,Mahindra,4,Diesel
820,VEH004677,Bike,Hero,3,Electric
821,VEH006298,Bike,Honda,0,Petrol
822,VEH000365,Scooter,TVS,20,Electric
823,VEH006599,Auto Rickshaw,Piaggio,2,CNG
824,VEH007044,Bike,KTM,17,Petrol
825,VEH006530,Bike,TVS,3,Petrol
826,VEH000127,Car,Toyota,1,Electric
827,VEH006049,Car,Toyota,2,CNG
828,VEH000037,Bike,KTM,3,Petrol
829,VEH006280,Bike,Honda,4,Petrol
830,VEH004534,Car,Volkswagen,0,Petrol
831,VEH004487,Scooter,Hero,8,Petrol
832,VEH004334,Bike,Hero,7,Petrol
833,VEH004086,Bike,Hero,4,Petrol
834,VEH004933,Bike,Honda,1,Petrol
835,VEH002364,Scooter,TVS,6,Petrol
836,VEH000780,Truck,Tata,4,Diesel
837,VEH007845,Bike,Hero,16,Petrol
838,VEH006653,Bike,Yamaha,18,Petrol
839,VEH000841,Van,Mahindra,10,CNG
840,VEH007372,Car,Mahindra,18,Petrol
841,VEH005403,Bike,Bajaj,4,Electric
842,VEH004557,Auto Rickshaw,Bajaj,4,CNG
843,VEH004194,Car,Tata,5,Petrol
844,VEH002969,Bike,TVS,8,Petrol
845,VEH003881,Car,Tata,8,Petrol
846,VEH004489,Car,Maruti Suzuki,1,Diesel
847,VEH006902,Scooter,Hero,5,Petrol
848,VEH004321,Car,Kia,6,CNG
849,VEH007733,Car,Mahindra,6,Petrol
850,VEH000360,Auto Rickshaw,TVS,1,CNG
851,VEH005966,Auto Rickshaw,Piaggio,9,CNG
852,VEH005817,Car,Toyota,3,Petrol
853,VEH005864,Car,Kia,4,Petrol
854,VEH007492,Bike,Suzuki,10,Petrol
855,VEH000988,Bike,Hero,6,Petrol
856,VEH000197,Scooter,Bajaj,5,Petrol
857,VEH005902,Auto Rickshaw,TVS,8,Diesel
858,VEH000087,Bike,Royal Enfield,4,Petrol
859,VEH004283,Car,Hyundai,3,Electric
860,VEH000728,Bike,KTM,9,Electric
861,VEH007172,Bus,BharatBenz,4,CNG
862,VEH000748,Bike,Suzuki,0,Petrol
863,VEH000557,Truck,BharatBenz,3,Diesel
864,VEH001202,Car,Kia,7,CNG
865,VEH004267,Bike,Royal Enfield,10,Petrol
866,VEH002788,Car,Toyota,4,CNG
867,VEH007124,Scooter,Bajaj,3,Electric
868,VEH005007,Bike,Hero,2,Electric
869,VEH007060,Car,Tata,14,Diesel
870,VEH004454,Scooter,Bajaj,15,Petrol
871,VEH001584,Car,Tata,4,Diesel
872,VEH002373,Bike,Bajaj,5,Electric
873,VEH007828,Truck,Tata,7,Diesel
874,VEH006087,Bike,TVS,10,Electric
875,VEH000564,Bike,Royal Enfield,1,Petrol
876,VEH003242,Bike,Yamaha,4,Petrol
877,VEH000254,Auto Rickshaw,TVS,2,CNG
878,VEH006895,Auto Rickshaw,Piaggio,2,Diesel
879,VEH007245,Bike,Hero,5,Petrol
880,VEH002260,Bus,Eicher,2,Diesel
881,VEH004147,Bike,Yamaha,3,Petrol
882,VEH000415,Auto Rickshaw,Bajaj,10,Petrol
883,VEH005025,Car,Maruti Suzuki,6,Diesel
884,VEH003151,Scooter,Suzuki,3,Electric
885,VEH003082,Auto Rickshaw,Bajaj,3,Petrol
886,VEH005616,Scooter,Honda,9,Petrol
887,VEH000807,Bike,Royal Enfield,5,Petrol
888,VEH000527,Bike,Honda,4,Petrol
889,VEH001492,Bike,TVS,9,Petrol
890,VEH004764,Car,Hyundai,1,Diesel
891,VEH003904,Car,Maruti Suzuki,8,Petrol
892,VEH005038,Scooter,Hero,2,Petrol
893,VEH002134,Bike,Honda,8,Petrol
894,VEH007756,Car,Tata,1,Diesel
895,VEH003201,Car,Tata,9,Petrol
896,VEH001528,Car,Mahindra,2,Petrol
897,VEH000689,Car,Kia,0,Petrol
898,VEH005097,Bike,Hero,7,Petrol
899,VEH002245,Scooter,Bajaj,0,Electric
900,VEH001276,Truck,Tata,4,Diesel
901,VEH000485,Bike,Royal Enfield,12,Petrol
902,VEH001313,Auto Rickshaw,Piaggio,15,Diesel
903,VEH003444,Bike,Hero,3,Electric
904,VEH000579,Bike,Suzuki,7,Electric
905,VEH001899,Bike,Honda,7,Petrol
906,VEH001040,Bike,Bajaj,1,Petrol
907,VEH002789,Car,Mahindra,0,Diesel
908,VEH000695,Scooter,Suzuki,2,Petrol
909,VEH000058,Auto Rickshaw,TVS,3,CNG
910,VEH007093,Car,Maruti Suzuki,11,Petrol
911,VEH007284,Bike,Royal Enfield,7,Petrol
912,VEH006584,Auto Rickshaw,Bajaj,2,CNG
913,VEH003329,Car,Kia,1,Petrol
914,VEH005301,Auto Rickshaw,TVS,4,CNG
915,VEH001506,Auto Rickshaw,Piaggio,1,Petrol
916,VEH001958,Bike,Bajaj,5,Petrol
917,VEH005899,Car,Maruti Suzuki,4,Diesel
918,VEH004914,Bus,Tata,1,Diesel
919,VEH004898,Car,Honda,3,Electric
920,VEH006980,Car,Maruti Suzuki,5,Petrol
921,VEH006842,Car,Mahindra,1,Diesel
922,VEH005368,Bike,KTM,0,Petrol
923,VEH005131,Truck,Mahindra,1,CNG
924,VEH005121,Bike,Bajaj,10,Petrol
925,VEH004023,Car,Maruti Suzuki,0,Electric
926,VEH004554,Scooter,Honda,10,Petrol
927,VEH006039,Scooter,Vespa,9,Petrol
928,VEH004442,Bike,KTM,1,Electric
929,VEH007067,Scooter,TVS,2,Petrol
930,VEH004196,Car,Kia,2,Petrol
931,VEH007402,Bike,TVS,4,Electric
932,VEH001502,Bike,Bajaj,5,Electric
933,VEH004893,Truck,Eicher,6,Diesel
934,VEH005802,Van,Mahindra,6,Petrol
935,VEH002510,Bike,Royal Enfield,4,Petrol
936,VEH005666,Bike,Bajaj,2,Electric
937,VEH002703,Bike,KTM,1,Petrol
938,VEH007935,Bike,Hero,3,Electric
939,VEH005678,Auto Rickshaw,TVS,4,CNG
940,VEH002854,Auto Rickshaw,TVS,4,CNG
941,VEH005675,Bike,TVS,8,Petrol
942,VEH000413,Bus,Ashok Leyland,1,Diesel
943,VEH003125,Scooter,Honda,0,Petrol
944,VEH004269,Auto Rickshaw,Piaggio,4,CNG
945,VEH000604,Bike,Suzuki,8,Electric
946,VEH000507,Scooter,Bajaj,14,Electric
947,VEH004623,Scooter,Vespa,1,Petrol
948,VEH003398,Bus,Eicher,13,Diesel
949,VEH007732,Auto Rickshaw,Bajaj,5,Petrol
950,VEH005705,Bike,Bajaj,3,Petrol
951,VEH007159,Bus,Eicher,1,Diesel
952,VEH000668,Auto Rickshaw,Piaggio,6,Diesel
953,VEH001500,Truck,Tata,5,Diesel
954,VEH005136,Bike,Hero,0,Petrol
955,VEH007128,Car,Mahindra,2,CNG
956,VEH005379,Bike,Bajaj,2,Petrol
957,VEH007491,Bike,Yamaha,8,Petrol
958,VEH003909,Bike,Suzuki,2,Electric
959,VEH002784,Bike,KTM,19,Petrol
960,VEH001058,Bike,Bajaj,14,Petrol
961,VEH003216,Scooter,Bajaj,5,Petrol
962,VEH007827,Bike,Suzuki,5,Petrol
963,VEH000314,Auto Rickshaw,Bajaj,16,Petrol
964,VEH004710,Bike,TVS,10,Petrol
965,VEH001431,Bus,BharatBenz,6,CNG
966,VEH005082,Scooter,Vespa,3,Petrol
967,VEH002214,Bike,TVS,8,Petrol
968,VEH006179,Bike,Royal Enfield,6,Petrol
969,VEH001883,Bike,Honda,9,Petrol
970,VEH002349,Bike,Hero,3,Petrol
971,VEH002148,Bike,Suzuki,9,Petrol
972,VEH006385,Van,Tata,18,CNG
973,VEH005312,Van,Mahindra,18,Diesel
974,VEH000016,Bike,TVS,7,Petrol
975,VEH006651,Bike,Honda,9,Petrol
976,VEH000080,Bike,Yamaha,19,Petrol
977,VEH003875,Car,Honda,4,Diesel
978,VEH001503,Truck,BharatBenz,5,Diesel
979,VEH005741,Truck,Eicher,7,Diesel
980,VEH003027,Bike,Suzuki,7,Petrol
981,VEH002640,Bus,Ashok Leyland,0,CNG
982,VEH001495,Bike,Royal Enfield,5,Petrol
983,VEH001197,Truck,Ashok Leyland,9,CNG
984,VEH005240,Truck,Ashok Leyland,14,Diesel
985,VEH003152,Bike,Royal Enfield,1,Petrol
986,VEH002582,Scooter,Honda,3,Electric
987,VEH001008,Bike,Suzuki,1,Electric
988,VEH007368,Scooter,Bajaj,0,Petrol
989,VEH002580,Car,Volkswagen,5,Petrol
990,VEH004406,Bike,Hero,1,Petrol
991,VEH001796,Car,Tata,4,Diesel
992,VEH006718,Car,Tata,0,Diesel
993,VEH001302,Bike,Honda,7,Petrol
994,VEH002590,Bike,Bajaj,14,Petrol
995,VEH003226,Car,Toyota,1,Petrol
996,VEH007436,Bike,KTM,0,Petrol
997,VEH002348,Auto Rickshaw,Piaggio,16,CNG
998,VEH006474,Car,Honda,4,Diesel
999,VEH000865,Bike,TVS,5,Electric
1000,VEH004485,Bike,Yamaha,4,Petrol
1001,VEH002241,Scooter,Hero,3,Electric
1002,VEH005738,Bike,Hero,4,Petrol
1003,VEH006364,Car,Volkswagen,15,Diesel
1004,VEH003049,Car,Kia,5,Electric
1005,VEH007757,Scooter,Honda,3,Petrol
1006,VEH005918,Bike,TVS,15,Petrol
1007,VEH000434,Auto Rickshaw,Piaggio,1,Petrol
1008,VEH005489,Car,Mahindra,4,CNG
1009,VEH000490,Bike,Suzuki,5,Petrol
1010,VEH004297,Scooter,Vespa,9,Petrol
1011,VEH001150,Truck,BharatBenz,4,Diesel
1012,VEH004343,Truck,BharatBenz,5,Diesel
1013,VEH006733,Auto Rickshaw,Bajaj,5,CNG
1014,VEH006598,Bike,Yamaha,4,Petrol
1015,VEH002702,Bike,Suzuki,8,Petrol
1016,VEH005597,Bike,Honda,3,Petrol
1017,VEH002425,Bike,Yamaha,1,Petrol
1018,VEH002653,Bike,Suzuki,3,Petrol
1019,VEH002045,Car,Kia,3,CNG
1020,VEH003068,Auto Rickshaw,Piaggio,15,CNG
1021,VEH004354,Bike,Bajaj,1,Petrol
1022,VEH002645,Bike,Suzuki,2,Electric
1023,VEH000803,Bike,Royal Enfield,4,Petrol
1024,VEH005267,Bike,Hero,4,Petrol
1025,VEH006278,Car,Mahindra,18,Petrol
1026,VEH003431,Truck,Eicher,17,Diesel
1027,VEH002389,Auto Rickshaw,Piaggio,10,CNG
1028,VEH001208,Bike,Bajaj,7,Electric
1029,VEH000839,Scooter,Vespa,4,Petrol
1030,VEH000435,Car,Volkswagen,18,Petrol
1031,VEH004870,Car,Mahindra,9,Diesel
1032,VEH002593,Car,Kia,5,Petrol
1033,VEH003868,Car,Volkswagen,6,Petrol
1034,VEH000529,Auto Rickshaw,Piaggio,0,Petrol
1035,VEH004670,Bike,Yamaha,3,Petrol
1036,VEH002430,Van,Mahindra,3,Diesel
1037,VEH007210,Bike,TVS,19,Petrol
1038,VEH007463,Car,Kia,8,Petrol
1039,VEH001199,Car,Honda,6,Diesel
1040,VEH005837,Auto Rickshaw,TVS,7,Diesel
1041,VEH006499,Bike,Suzuki,2,Petrol
1042,VEH004923,Truck,Tata,7,Diesel
1043,VEH007984,Scooter,Bajaj,10,Petrol
1044,VEH003509,Car,Hyundai,8,Petrol
1045,VEH001314,Auto Rickshaw,Bajaj,3,Petrol
1046,VEH005091,Bike,Honda,17,Petrol
1047,VEH006585,Car,Maruti Suzuki,2,Petrol
1048,VEH002283,Car,Tata,19,Diesel
1049,VEH003438,Scooter,Honda,2,Petrol
1050,VEH007677,Truck,BharatBenz,8,Diesel
1051,VEH005286,Bike,Bajaj,10,Petrol
1052,VEH005596,Truck,Mahindra,2,Diesel
1053,VEH003642,Bike,Honda,13,Petrol
1054,VEH000756,Van,Mahindra,4,Petrol
1055,VEH001212,Bike,Honda,0,Petrol
1056,VEH004001,Bike,Honda,5,Electric
1057,VEH003203,Scooter,Honda,0,Petrol
1058,VEH002185,Car,Mahindra,1,Petrol
1059,VEH006736,Bike,Suzuki,7,Petrol
1060,VEH006143,Scooter,Honda,9,Petrol
1061,VEH001043,Bike,KTM,5,Petrol
1062,VEH000320,Bike,Suzuki,0,Petrol
1063,VEH004181,Van,Force,6,Diesel
1064,VEH006556,Car,Hyundai,13,Diesel
1065,VEH005475,Auto Rickshaw,Piaggio,2,Petrol
1066,VEH003362,Car,Volkswagen,1,CNG
1067,VEH000479,Truck,Eicher,20,Diesel
1068,VEH004577,Auto Rickshaw,TVS,4,Petrol
1069,VEH001418,Scooter,Suzuki,4,Petrol
1070,VEH001193,Car,Volkswagen,3,Diesel
1071,VEH001677,Bus,Eicher,8,Diesel
1072,VEH001990,Car,Honda,11,Diesel
1073,VEH002585,Bike,TVS,6,Petrol
1074,VEH007754,Bus,Ashok Leyland,10,Diesel
1075,VEH003477,Truck,BharatBenz,0,Diesel
1076,VEH003608,Bike,Suzuki,3,Petrol
1077,VEH003567,Van,Maruti Suzuki,3,Petrol
1078,VEH003897,Truck,Eicher,2,Diesel
1079,VEH001756,Bike,Suzuki,3,Petrol
1080,VEH000526,Auto Rickshaw,Bajaj,16,CNG
1081,VEH007395,Van,Mahindra,10,Diesel
1082,VEH004752,Bike,Bajaj,2,Petrol
1083,VEH002322,Scooter,Vespa,2,Petrol
1084,VEH003613,Bike,Royal Enfield,4,Petrol
1085,VEH007932,Car,Toyota,2,Petrol
1086,VEH001711,Truck,Mahindra,3,Diesel
1087,VEH000717,Bike,KTM,0,Electric
1088,VEH003995,Auto Rickshaw,Piaggio,11,Diesel
1089,VEH005945,Bike,Royal Enfield,7,Petrol
1090,VEH004634,Bike,Honda,2,Electric
1091,VEH006347,Bike,Yamaha,1,Petrol
1092,VEH000146,Car,Hyundai,12,Petrol
1093,VEH002761,Bike,Royal Enfield,19,Petrol
1094,VEH004919,Auto Rickshaw,Bajaj,0,CNG
1095,VEH002595,Car,Honda,1,CNG
1096,VEH007151,Car,Hyundai,3,Petrol
1097,VEH000253,Scooter,Vespa,0,Petrol
1098,VEH004385,Bike,Yamaha,4,Petrol
1099,VEH005721,Bike,Yamaha,1,Electric
1100,VEH001061,Auto Rickshaw,Bajaj,2,Diesel
1101,VEH005223,Bike,Hero,8,Petrol
1102,VEH002064,Car,Kia,5,Petrol
1103,VEH001728,Bike,KTM,0,Petrol
1104,VEH006707,Scooter,Hero,1,Petrol
1105,VEH000094,Bike,Hero,2,Petrol
1106,VEH004274,Scooter,Bajaj,2,Petrol
1107,VEH007432,Auto Rickshaw,Piaggio,1,Diesel
1108,VEH001566,Bike,KTM,12,Petrol
1109,VEH004738,Bike,Suzuki,2,Petrol
1110,VEH002892,Bike,TVS,10,Petrol
1111,VEH005804,Bike,TVS,5,Petrol
1112,VEH002800,Scooter,Vespa,3,Petrol
1113,VEH004780,Scooter,Honda,2,Petrol
1114,VEH005344,Bike,KTM,7,Petrol
1115,VEH003066,Auto Rickshaw,Bajaj,11,CNG
1116,VEH004722,Scooter,Honda,15,Petrol
1117,VEH000931,Car,Hyundai,5,Petrol
1118,VEH000558,Bike,Bajaj,6,Petrol
1119,VEH002072,Scooter,TVS,6,Petrol
1120,VEH000987,Scooter,Bajaj,1,Petrol
