driver_surrogate_key,driver_key,driver_age,driver_gender,license_type,previous_violations,age_group,offender_type
536,D00161,20,Female,Permanent,1,18-25,Repeat
537,D04895,36,Male,Permanent,1,36-45,Repeat
538,D04075,28,Male,Permanent,1,26-35,Repeat
539,D03413,31,Male,Permanent,2,26-35,Repeat
540,D03446,20,Male,Permanent,2,18-25,Repeat
541,D03045,26,Male,Permanent,0,26-35,First Time
542,D03350,50,Female,No License,0,46-55,First Time
543,D02672,59,Male,Permanent,0,56-65,First Time
544,D03424,28,Male,Permanent,2,26-35,Repeat
545,D04701,27,Male,Permanent,0,26-35,First Time
546,D00607,41,Male,Learner,1,36-45,Repeat
547,D04458,21,Male,Permanent,4,18-25,Habitual
548,D02844,33,Male,Permanent,2,26-35,Repeat
549,D02381,46,Male,Permanent,0,46-55,First Time
550,D01463,23,Male,No License,6,18-25,Habitual
551,D02593,55,Male,Permanent,0,46-55,First Time
552,D00764,23,Male,Permanent,2,18-25,Repeat
553,D01870,38,Male,Learner,1,36-45,Repeat
554,D02144,36,Male,Permanent,0,36-45,First Time
555,D00857,68,Male,Permanent,1,65+,Repeat
556,D00066,47,Male,Permanent,0,46-55,First Time
557,D00252,30,Male,Permanent,1,26-35,Repeat
558,D01935,41,Male,Permanent,0,36-45,First Time
559,D02297,27,Male,Permanent,1,26-35,Repeat
560,D04958,39,Male,Learner,0,36-45,First Time
561,D01536,19,Male,No License,2,18-25,Repeat
562,D04678,19,Male,Learner,0,18-25,First Time
563,D02867,20,Male,Permanent,0,18-25,First Time
564,D02745,59,Male,International,0,56-65,First Time
565,D02716,33,Male,Learner,0,26-35,First Time
566,D04289,34,Male,Learner,1,26-35,Repeat
567,D01363,37,Male,Permanent,0,36-45,First Time
568,D03260,27,Male,Permanent,0,26-35,First Time
569,D01704,22,Female,Permanent,6,18-25,Habitual
570,D04309,42,Male,International,0,36-45,First Time
571,D04441,20,Female,Permanent,1,18-25,Repeat
572,D01476,26,Male,Permanent,0,26-35,First Time
573,D03851,60,Female,Permanent,0,56-65,First Time
574,D02534,19,Male,Permanent,1,18-25,Repeat
575,D02916,25,Male,Learner,2,18-25,Repeat
576,D02994,28,Male,Permanent,0,26-35,First Time
577,D02421,42,Male,No License,0,36-45,First Time
578,D01277,61,Male,No License,0,56-65,First Time
579,D03450,37,Male,Permanent,1,36-45,Repeat
580,D01577,48,Male,International,0,46-55,First Time
581,D01407,33,Male,Permanent,1,26-35,Repeat
582,D04652,18,Male,Permanent,0,18-25,First Time
583,D02191,27,Male,Permanent,0,26-35,First Time
584,D03820,44,Male,Permanent,1,36-45,Repeat
585,D02011,29,Female,Permanent,0,26-35,First Time
586,D03930,20,Male,Permanent,0,18-25,First Time
587,D02843,35,Female,Permanent,2,26-35,Repeat
588,D03257,20,Female,Permanent,0,18-25,First Time
589,D00264,43,Male,Permanent,0,36-45,First Time
590,D03695,19,Male,Permanent,1,18-25,Repeat
591,D03819,33,Male,Permanent,1,26-35,Repeat
592,D02209,20,Male,Permanent,0,18-25,First Time
593,D02791,20,Male,Permanent,0,18-25,First Time
594,D03092,40,Male,Permanent,0,36-45,First Time
595,D02562,43,Female,Permanent,6,36-45,Habitual
596,D03931,38,Male,Learner,0,36-45,First Time
597,D01484,57,Male,Permanent,0,56-65,First Time
598,D04134,20,Male,Permanent,1,18-25,Repeat
599,D04291,20,Male,Permanent,7,18-25,Habitual
600,D03183,22,Male,Permanent,0,18-25,First Time
601,D00908,39,Male,Permanent,1,36-45,Repeat
602,D02806,24,Male,Permanent,0,18-25,First Time
603,D00644,53,Male,Learner,0,46-55,First Time
604,D01776,23,Male,Permanent,3,18-25,Habitual
605,D01889,38,Male,No License,1,36-45,Repeat
606,D01726,45,Male,Permanent,0,36-45,First Time
607,D01646,42,Male,Permanent,0,36-45,First Time
608,D02574,26,Male,Permanent,0,26-35,First Time
609,D00640,23,Female,Learner,0,18-25,First Time
610,D02192,54,Female,Permanent,0,46-55,First Time
611,D02782,34,Male,Permanent,1,26-35,Repeat
612,D00118,20,Male,Permanent,1,18-25,Repeat
613,D02996,57,Male,Permanent,2,56-65,Repeat
614,D04597,24,Male,Permanent,0,18-25,First Time
615,D02621,20,Male,Permanent,0,18-25,First Time
616,D03932,49,Male,Learner,1,46-55,Repeat
617,D00123,58,Male,Permanent,0,56-65,First Time
618,D01609,33,Male,International,1,26-35,Repeat
619,D02860,40,Male,No License,2,36-45,Repeat
620,D04528,39,Male,Permanent,0,36-45,First Time
621,D00289,19,Female,Permanent,0,18-25,First Time
622,D04521,32,Male,Permanent,0,26-35,First Time
623,D01154,27,Male,Permanent,0,26-35,First Time
624,D01113,66,Male,Permanent,2,65+,Repeat
625,D02416,20,Male,Permanent,0,18-25,First Time
626,D02361,22,Male,Permanent,0,18-25,First Time
627,D01379,21,Male,Permanent,0,18-25,First Time
628,D00492,34,Male,Learner,0,26-35,First Time
629,D04881,30,Male,Permanent,2,26-35,Repeat
630,D01947,29,Male,Permanent,1,26-35,Repeat
631,D02172,21,Male,Learner,0,18-25,First Time
632,D00968,18,Male,Learner,2,18-25,Repeat
633,D02554,29,Male,Permanent,1,26-35,Repeat
634,D01812,21,Male,No License,1,18-25,Repeat
635,D00394,27,Male,Learner,2,26-35,Repeat
636,D04600,33,Male,Permanent,1,26-35,Repeat
637,D02351,20,Female,Permanent,0,18-25,First Time
638,D01324,26,Male,Permanent,0,26-35,First Time
639,D01301,21,Female,Permanent,5,18-25,Habitual
640,D03824,54,Male,Learner,1,46-55,Repeat
641,D04545,33,Male,No License,0,26-35,First Time
642,D00361,27,Male,Learner,0,26-35,First Time
643,D03382,30,Female,Permanent,6,26-35,Habitual
644,D04409,26,Male,Permanent,1,26-35,Repeat
645,D00483,22,Male,Permanent,0,18-25,First Time
646,D04799,48,Male,Permanent,1,46-55,Repeat
647,D04248,59,Female,Permanent,2,56-65,Repeat
648,D02991,29,Male,Permanent,1,26-35,Repeat
649,D03157,57,Female,Permanent,0,56-65,First Time
650,D01153,36,Male,Learner,0,36-45,First Time
651,D03224,23,Female,Permanent,0,18-25,First Time
652,D02169,36,Male,Permanent,2,36-45,Repeat
653,D02195,38,Male,Learner,0,36-45,First Time
654,D01381,69,Male,Learner,2,65+,Repeat
655,D02613,39,Female,No License,0,36-45,First Time
656,D03114,35,Male,Permanent,0,26-35,First Time
657,D04384,40,Male,No License,1,36-45,Repeat
658,D01368,56,Male,No License,2,56-65,Repeat
659,D04611,61,Male,Learner,0,56-65,First Time
660,D01084,27,Female,Permanent,1,26-35,Repeat
661,D02875,23,Male,Permanent,0,18-25,First Time
662,D01892,20,Female,Permanent,2,18-25,Repeat
663,D01858,49,Male,Permanent,0,46-55,First Time
664,D02258,26,Male,Permanent,0,26-35,First Time
665,D00581,30,Female,Permanent,1,26-35,Repeat
666,D04093,32,Female,Learner,0,26-35,First Time
667,D02001,26,Male,Permanent,1,26-35,Repeat
668,D04394,67,Male,No License,1,65+,Repeat
669,D01344,38,Male,Permanent,6,36-45,Habitual
670,D01251,40,Male,Permanent,1,36-45,Repeat
671,D02196,30,Male,Permanent,0,26-35,First Time
672,D01226,37,Male,Permanent,0,36-45,First Time
673,D03205,62,Male,Permanent,0,56-65,First Time
674,D01602,38,Female,No License,0,36-45,First Time
675,D02036,28,Male,Permanent,1,26-35,Repeat
676,D02098,31,Male,Permanent,1,26-35,Repeat
677,D01984,34,Male,Permanent,2,26-35,Repeat
678,D03352,31,Male,Permanent,2,26-35,Repeat
679,D02299,24,Female,No License,0,18-25,First Time
680,D03360,24,Male,Learner,1,18-25,Repeat
681,D04704,31,Male,Permanent,0,26-35,First Time
682,D03654,26,Male,Permanent,2,26-35,Repeat
683,D00462,20,Male,Permanent,2,18-25,Repeat
684,D01852,52,Male,Permanent,2,46-55,Repeat
685,D02541,49,Male,Permanent,2,46-55,Repeat
686,D02373,63,Male,No License,0,56-65,First Time
687,D02165,40,Male,Permanent,0,36-45,First Time
688,D02187,20,Male,Learner,1,18-25,Repeat
689,D04508,30,Male,Permanent,0,26-35,First Time
690,D01506,35,Male,Learner,0,26-35,First Time
691,D02301,24,Male,Permanent,0,18-25,First Time
692,D00830,50,Male,Learner,2,46-55,Repeat
693,D03933,55,Male,Permanent,2,46-55,Repeat
694,D01959,20,Male,Permanent,5,18-25,Habitual
695,D03728,52,Male,Permanent,1,46-55,Repeat
696,D00353,22,Female,No License,2,18-25,Repeat
697,D04560,26,Male,Permanent,2,26-35,Repeat
698,D02618,26,Male,Permanent,5,26-35,Habitual
699,D01127,27,Male,Permanent,0,26-35,First Time
700,D01966,20,Male,International,0,18-25,First Time
701,D02222,30,Female,International,1,26-35,Repeat
702,D00845,55,Male,Learner,0,46-55,First Time
703,D01244,30,Male,Permanent,0,26-35,First Time
704,D03657,32,Male,Permanent,5,26-35,Habitual
705,D04631,25,Male,Permanent,7,18-25,Habitual
706,D03163,20,Male,Permanent,5,18-25,Habitual
707,D02210,43,Male,Permanent,0,36-45,First Time
708,D02368,55,Male,Permanent,1,46-55,Repeat
709,D01217,40,Male,Learner,1,36-45,Repeat
710,D03499,51,Male,Permanent,2,46-55,Repeat
711,D02678,27,Male,Permanent,1,26-35,Repeat
712,D04403,18,Female,Permanent,0,18-25,First Time
713,D00641,39,Female,Permanent,0,36-45,First Time
714,D04210,20,Male,Permanent,7,18-25,Habitual
715,D04772,35,Male,No License,2,26-35,Repeat
716,D02327,51,Male,No License,4,46-55,Habitual
717,D03766,39,Male,Learner,1,36-45,Repeat
718,D02434,30,Male,Permanent,1,26-35,Repeat
719,D00945,36,Male,Permanent,1,36-45,Repeat
720,D02892,30,Male,No License,1,26-35,Repeat
721,D04089,19,Male,Permanent,1,18-25,Repeat
722,D02908,33,Male,Permanent,0,26-35,First Time
723,D02773,62,Male,International,0,56-65,First Time
724,D04009,22,Male,International,2,18-25,Repeat
725,D04004,40,Male,Permanent,4,36-45,Habitual
726,D03642,34,Male,Permanent,0,26-35,First Time
727,D00792,30,Male,Permanent,1,26-35,Repeat
728,D03947,51,Male,Learner,0,46-55,First Time
729,D02735,29,Male,Permanent,0,26-35,First Time
730,D04727,61,Female,Permanent,2,56-65,Repeat
731,D03845,32,Female,Permanent,0,26-35,First Time
732,D00218,37,Male,Permanent,0,36-45,First Time
733,D01194,41,Male,No License,0,36-45,First Time
734,D03208,50,Female,Learner,0,46-55,First Time
735,D03887,18,Female,Permanent,0,18-25,First Time
736,D03314,39,Male,No License,5,36-45,Habitual
737,D00037,30,Female,No License,1,26-35,Repeat
738,D00136,38,Male,Permanent,1,36-45,Repeat
739,D03927,35,Male,Permanent,1,26-35,Repeat
740,D01054,46,Male,No License,0,46-55,First Time
741,D00894,34,Male,Permanent,0,26-35,First Time
742,D01412,38,Male,Permanent,0,36-45,First Time
743,D00276,31,Male,Permanent,1,26-35,Repeat
744,D02531,28,Male,Permanent,0,26-35,First Time
745,D00224,23,Female,Permanent,0,18-25,First Time
746,D02075,55,Female,Permanent,1,46-55,Repeat
747,D01100,20,Female,Permanent,0,18-25,First Time
748,D02631,35,Female,Permanent,0,26-35,First Time
749,D04356,50,Male,Permanent,1,46-55,Repeat
750,D03583,31,Male,Permanent,2,26-35,Repeat
751,D04557,52,Male,Permanent,2,46-55,Repeat
752,D04073,25,Female,Permanent,0,18-25,First Time
753,D03269,53,Female,Permanent,2,46-55,Repeat
754,D03813,36,Male,Learner,1,36-45,Repeat
755,D00514,25,Female,Learner,2,18-25,Repeat
756,D02124,59,Male,Permanent,0,56-65,First Time
757,D03901,28,Male,Learner,0,26-35,First Time
758,D02103,18,Male,Learner,2,18-25,Repeat
759,D03717,21,Male,Learner,1,18-25,Repeat
760,D03609,37,Male,Permanent,1,36-45,Repeat
761,D00750,40,Male,Permanent,1,36-45,Repeat
762,D00374,28,Male,Permanent,0,26-35,First Time
763,D01126,29,Male,Permanent,1,26-35,Repeat
764,D01438,19,Male,Permanent,0,18-25,First Time
765,D03913,59,Male,Permanent,0,56-65,First Time
766,D02907,19,Male,Permanent,0,18-25,First Time
767,D01257,27,Male,Permanent,0,26-35,First Time
768,D02108,30,Male,Permanent,0,26-35,First Time
769,D03421,29,Male,Learner,1,26-35,Repeat
770,D01860,26,Female,Permanent,0,26-35,First Time
771,D02573,64,Female,Permanent,1,56-65,Repeat
772,D00976,63,Male,Permanent,0,56-65,First Time
773,D04434,32,Female,Permanent,0,26-35,First Time
774,D04692,21,Male,Permanent,0,18-25,First Time
775,D01178,27,Male,Permanent,1,26-35,Repeat
776,D00469,20,Male,Permanent,1,18-25,Repeat
777,D01845,30,Male,Permanent,0,26-35,First Time
778,D03589,48,Male,Permanent,2,46-55,Repeat
779,D00922,20,Male,Permanent,0,18-25,First Time
780,D03191,34,Male,Learner,0,26-35,First Time
781,D02179,44,Male,Learner,0,36-45,First Time
782,D03970,21,Female,Learner,0,18-25,First Time
783,D02520,31,Male,Learner,0,26-35,First Time
784,D01475,61,Male,Permanent,2,56-65,Repeat
785,D03908,30,Female,Learner,2,26-35,Repeat
786,D03346,32,Male,Permanent,0,26-35,First Time
787,D04892,26,Male,Permanent,1,26-35,Repeat
788,D00157,26,Male,Permanent,0,26-35,First Time
789,D04330,21,Female,Learner,1,18-25,Repeat
790,D02219,23,Female,Permanent,0,18-25,First Time
791,D00715,37,Male,Permanent,0,36-45,First Time
792,D02474,25,Male,Permanent,0,18-25,First Time
793,D03105,25,Male,Permanent,1,18-25,Repeat
794,D03898,34,Male,Permanent,1,26-35,Repeat
795,D04325,20,Male,Permanent,1,18-25,Repeat
796,D00153,18,Male,No License,0,18-25,First Time
797,D00523,32,Female,Learner,2,26-35,Repeat
798,D02626,29,Male,Permanent,2,26-35,Repeat
799,D00004,57,Female,No License,0,56-65,First Time
800,D00003,30,Male,No License,0,26-35,First Time
801,D02392,33,Male,Permanent,3,26-35,Habitual
802,D00704,67,Male,Permanent,0,65+,First Time
803,D04855,26,Male,Permanent,0,26-35,First Time
804,D02932,24,Female,Permanent,1,18-25,Repeat
805,D02147,20,Male,Learner,0,18-25,First Time
806,D03223,57,Female,Permanent,2,56-65,Repeat
807,D02788,23,Female,Permanent,4,18-25,Habitual
808,D01914,18,Male,No License,1,18-25,Repeat
809,D01525,44,Male,Permanent,2,36-45,Repeat
810,D02609,31,Male,Permanent,4,26-35,Habitual
811,D02652,29,Male,Permanent,1,26-35,Repeat
812,D04028,36,Male,International,0,36-45,First Time
813,D03032,37,Male,Permanent,1,36-45,Repeat
814,D00734,19,Male,Permanent,0,18-25,First Time
815,D03902,21,Male,Permanent,0,18-25,First Time
816,D02153,23,Female,Permanent,0,18-25,First Time
817,D02712,68,Male,Permanent,0,65+,First Time
818,D04323,28,Male,Permanent,4,26-35,Habitual
819,D00616,67,Female,Permanent,1,65+,Repeat
820,D03341,67,Male,Learner,7,65+,Habitual
821,D01524,26,Male,Permanent,0,26-35,First Time
822,D02166,19,Male,Permanent,2,18-25,Repeat
823,D04663,36,Male,Permanent,2,36-45,Repeat
824,D02061,22,Male,Learner,0,18-25,First Time
825,D00667,25,Male,Permanent,4,18-25,Habitual
826,D02240,20,Male,International,1,18-25,Repeat
827,D03984,22,Male,Permanent,0,18-25,First Time
828,D04436,22,Female,Permanent,2,18-25,Repeat
829,D03103,55,Male,Permanent,3,46-55,Habitual
830,D01079,48,Male,Permanent,0,46-55,First Time
831,D02300,43,Male,Permanent,1,36-45,Repeat
832,D04562,60,Male,Permanent,0,56-65,First Time
833,D01006,27,Male,Permanent,0,26-35,First Time
834,D02349,25,Female,Permanent,0,18-25,First Time
835,D05000,53,Male,Permanent,1,46-55,Repeat
836,D04001,21,Male,Permanent,0,18-25,First Time
837,D01587,28,Male,Permanent,2,26-35,Repeat
838,D00680,22,Male,Learner,0,18-25,First Time
839,D02804,31,Male,Permanent,1,26-35,Repeat
840,D02924,22,Female,Learner,0,18-25,First Time
841,D04181,27,Male,Learner,0,26-35,First Time
842,D02620,25,Male,Permanent,1,18-25,Repeat
843,D01849,66,Male,Permanent,0,65+,First Time
844,D01930,24,Male,Permanent,1,18-25,Repeat
845,D04950,34,Male,Permanent,0,26-35,First Time
846,D01541,38,Male,Permanent,4,36-45,Habitual
847,D03353,37,Male,Permanent,0,36-45,First Time
848,D01846,48,Female,Permanent,1,46-55,Repeat
849,D02580,19,Male,International,0,18-25,First Time
850,D01151,29,Male,Learner,1,26-35,Repeat
851,D01739,22,Male,Learner,1,18-25,Repeat
852,D03587,29,Female,Permanent,0,26-35,First Time
853,D04767,23,Female,Learner,0,18-25,First Time
854,D02858,23,Male,Permanent,7,18-25,Habitual
855,D02976,20,Female,Permanent,0,18-25,First Time
856,D02961,29,Male,Permanent,0,26-35,First Time
857,D04447,36,Female,Permanent,1,36-45,Repeat
858,D01568,30,Female,Permanent,1,26-35,Repeat
859,D00818,36,Male,Learner,2,36-45,Repeat
860,D03540,28,Male,No License,0,26-35,First Time
861,D01247,57,Male,Permanent,0,56-65,First Time
862,D01756,22,Male,Permanent,0,18-25,First Time
863,D02642,28,Male,Permanent,1,26-35,Repeat
864,D04479,37,Male,Permanent,0,36-45,First Time
865,D03296,40,Male,Permanent,2,36-45,Repeat
866,D03419,51,Female,Learner,0,46-55,First Time
867,D00795,23,Male,Permanent,2,18-25,Repeat
868,D03405,42,Male,Permanent,3,36-45,Habitual
869,D03095,28,Female,Learner,1,26-35,Repeat
870,D02743,37,Male,Learner,0,36-45,First Time
871,D01137,21,Male,Permanent,6,18-25,Habitual
872,D03614,37,Male,Learner,7,36-45,Habitual
873,D02958,28,Male,Permanent,1,26-35,Repeat
874,D02238,30,Male,Permanent,1,26-35,Repeat
875,D02461,20,Male,No License,0,18-25,First Time
876,D00766,25,Male,Permanent,0,18-25,First Time
877,D01400,48,Male,Permanent,1,46-55,Repeat
878,D03575,40,Male,Permanent,1,36-45,Repeat
879,D04319,20,Male,Permanent,0,18-25,First Time
880,D03135,30,Male,Permanent,0,26-35,First Time
881,D00094,32,Male,Permanent,0,26-35,First Time
882,D02957,49,Male,Permanent,2,46-55,Repeat
883,D02777,23,Male,Permanent,0,18-25,First Time
884,D04745,55,Male,Permanent,0,46-55,First Time
885,D04460,19,Male,Permanent,0,18-25,First Time
886,D01938,26,Male,Permanent,0,26-35,First Time
887,D02454,31,Male,Permanent,2,26-35,Repeat
888,D02619,29,Male,Permanent,0,26-35,First Time
889,D03126,30,Female,Permanent,0,26-35,First Time
890,D03162,29,Male,Learner,0,26-35,First Time
891,D03418,26,Male,Permanent,2,26-35,Repeat
892,D00562,24,Female,No License,4,18-25,Habitual
893,D01701,63,Female,International,1,56-65,Repeat
894,D01036,36,Male,Permanent,0,36-45,First Time
895,D02571,25,Male,Permanent,0,18-25,First Time
896,D00558,20,Male,International,1,18-25,Repeat
897,D04245,70,Male,Permanent,1,65+,Repeat
898,D04132,33,Female,Permanent,1,26-35,Repeat
899,D01340,30,Female,Permanent,0,26-35,First Time
900,D04376,29,Male,Permanent,6,26-35,Habitual
901,D02505,30,Male,Learner,2,26-35,Repeat
902,D03395,28,Female,Permanent,2,26-35,Repeat
903,D04703,22,Male,No License,2,18-25,Repeat
904,D00967,31,Male,Permanent,0,26-35,First Time
905,D00814,21,Male,Permanent,0,18-25,First Time
906,D02545,27,Male,Permanent,2,26-35,Repeat
907,D02501,25,Male,Permanent,1,18-25,Repeat
908,D01095,39,Male,Permanent,2,36-45,Repeat
909,D02556,40,Male,Permanent,5,36-45,Habitual
910,D03398,63,Male,Permanent,0,56-65,First Time
911,D04268,40,Male,Permanent,0,36-45,First Time
912,D02856,70,Male,Permanent,1,65+,Repeat
913,D01260,24,Male,Permanent,0,18-25,First Time
914,D03239,25,Male,Learner,0,18-25,First Time
915,D01172,53,Male,Permanent,2,46-55,Repeat
916,D02887,53,Male,Permanent,1,46-55,Repeat
917,D02527,47,Male,Learner,2,46-55,Repeat
918,D03066,30,Female,Permanent,1,26-35,Repeat
919,D03086,39,Male,Permanent,1,36-45,Repeat
920,D03281,29,Male,Permanent,0,26-35,First Time
921,D00900,58,Male,Permanent,1,56-65,Repeat
922,D02424,51,Male,Permanent,0,46-55,First Time
923,D04849,25,Male,Permanent,1,18-25,Repeat
924,D00313,39,Male,Learner,1,36-45,Repeat
925,D04959,40,Female,Permanent,0,36-45,First Time
926,D00890,23,Male,Permanent,0,18-25,First Time
927,D02827,30,Male,Permanent,0,26-35,First Time
928,D02307,27,Male,Permanent,2,26-35,Repeat
929,D01848,20,Male,Permanent,0,18-25,First Time
930,D03545,68,Male,Learner,0,65+,First Time
931,D02467,31,Male,Permanent,1,26-35,Repeat
932,D02079,34,Male,Permanent,3,26-35,Habitual
933,D03303,26,Female,Learner,2,26-35,Repeat
934,D03626,25,Male,Permanent,1,18-25,Repeat
935,D01670,27,Male,Permanent,7,26-35,Habitual
936,D01716,28,Male,No License,0,26-35,First Time
937,D02979,36,Male,Learner,1,36-45,Repeat
938,D01659,37,Male,Learner,0,36-45,First Time
939,D04058,41,Male,Learner,0,36-45,First Time
940,D03579,22,Male,Permanent,0,18-25,First Time
941,D03166,30,Male,Permanent,0,26-35,First Time
942,D02612,34,Male,Permanent,1,26-35,Repeat
943,D01608,20,Female,Permanent,2,18-25,Repeat
944,D04039,28,Male,Learner,0,26-35,First Time
945,D04278,30,Male,Permanent,0,26-35,First Time
946,D04484,20,Male,Permanent,0,18-25,First Time
947,D04373,31,Female,Learner,3,26-35,Habitual
948,D03521,28,Male,Permanent,0,26-35,First Time
949,D02230,33,Male,Permanent,1,26-35,Repeat
950,D00679,38,Male,Permanent,2,36-45,Repeat
951,D00919,21,Male,Permanent,0,18-25,First Time
952,D04335,19,Male,Learner,1,18-25,Repeat
953,D03756,33,Male,Permanent,1,26-35,Repeat
954,D02575,20,Male,Learner,0,18-25,First Time
955,D04302,44,Male,Permanent,0,36-45,First Time
956,D04737,45,Female,Permanent,0,36-45,First Time
957,D04579,25,Male,Permanent,0,18-25,First Time
958,D01861,37,Male,International,2,36-45,Repeat
959,D00038,20,Male,Permanent,0,18-25,First Time
960,D00776,39,Male,Permanent,0,36-45,First Time
961,D03727,35,Female,Learner,1,26-35,Repeat
962,D00088,39,Female,Learner,2,36-45,Repeat
963,D01839,25,Male,Permanent,0,18-25,First Time
964,D00093,29,Male,No License,0,26-35,First Time
965,D04044,51,Male,Permanent,0,46-55,First Time
966,D03791,40,Male,Permanent,1,36-45,Repeat
967,D04960,27,Male,Permanent,0,26-35,First Time
968,D03203,27,Male,Permanent,1,26-35,Repeat
